uri	wikilink	description
norssi_3113	https://fi.wikipedia.org/wiki?curid=1081528	"""Olli Kristian Lokki (28. huhtikuuta 1916 Helsinki – 6. maaliskuuta 1994 Helsinki) oli suomalainen matemaatikko.
Olli Lokin isä oli historioitsija..."""
norssi_4709	https://fi.wikipedia.org/wiki?curid=332444	"""Olli Viktor Lounasmaa (20. elokuuta 1930 Turku – 27. joulukuuta 2002 Goa, Intia) oli suomalainen fyysikko ja akateemikko.
Lounasmaa perusti..."""
norssi_4941	https://fi.wikipedia.org/wiki?curid=1222626	"""Mauri Viktor Lounasmaa (s. 1933) on kemian professori. Hän on ollut Oulun yliopiston rakennetutkimuksen kemian professori 1975–1979 ja Teknillisen..."""
norssi_5044	https://fi.wikipedia.org/wiki?curid=153385	"""Jarl Frithiof Lundqvist (15. elokuuta 1896 Helsinki – 23. syyskuuta 1965 Helsinki) oli jääkärikenraaliluutnantti ja Suomen ilmavoimien komentaja..."""
norssi_1672	https://fi.wikipedia.org/wiki?curid=548976	"""Risto-Veikko Luukkonen (25. kesäkuuta 1902 Mikkeli – 7. syyskuuta 1972 Helsinki) oli suomalainen arkkitehti. Hänen tunnetuimpia töitään ovat..."""
norssi_5257	https://fi.wikipedia.org/wiki?curid=1252469	"""Olli Antero Lyytikäinen (1932 – 1978) oli suomalainen lehdenkustantaja. Hän oli johtokunnan puheenjohtaja Apu-yhtiöt Oy:ssä 1976–1978, Kustannusosakeyhtiö..."""
norssi_3713	https://fi.wikipedia.org/wiki?curid=934230	"""Kai Armas Rafael Maasalo (4. marraskuuta 1922 Helsinki − 18. elokuuta 2000 Helsinki) oli suomalainen musiikkitieteilijä ja -toimittaja. Hän valmistui..."""
norssi_3308	https://fi.wikipedia.org/wiki?curid=1253851	"""Urho Veikko Henrik Makkonen (1. huhtikuuta 1919 – 5. joulukuuta 1985) filosofian maisteri, oli Kansallis-Osake-Pankin pääjohtaja 1974–1983. Hän..."""
norssi_3804	https://fi.wikipedia.org/wiki?curid=1253843	"""Olli Juhani Makkonen (1922–1993) on suomalainen metsätieteilijä ja Helsingin yliopiston Yksityismetsätalouden apulaisprofessori 1968–1974, metsähistorian..."""
norssi_4664	https://fi.wikipedia.org/wiki?curid=464903	"""Ossi Malinen (oik. Osmo Malinen) (s. 12. joulukuuta 1928, Helsinki, k. 31. maaliskuuta 2008 Helsinki) oli suomalainen muusikko. Hän tuli..."""
norssi_704	https://fi.wikipedia.org/wiki?curid=87409	"""Kaarlo Lauri Torvald Malmberg (8. toukokuuta 1888 Helsinki – 14. maaliskuuta 1948 Helsinki) oli suomalainen jääkärikenraaliluutnantti. Hän oli..."""
norssi_3342	https://fi.wikipedia.org/wiki?curid=126200	"""Veikko Bruno Malmio (22. kesäkuuta 1918, Noormarkku – 23. toukokuuta 2000, Helsinki) oli suomalainen arkkitehti. Hänen päätyönään pidetään 1975..."""
norssi_2291	https://fi.wikipedia.org/wiki?curid=726293	"""Kaarlo Otto Sulevi Manninen (24. marraskuuta 1909 Helsinki – 10. helmikuuta 1936 Hämeenlinna) oli suomalainen runoilija ja kääntäjä...."""
norssi_6209	https://fi.wikipedia.org/wiki?curid=440756	"""Ohto Heikki Sulevi Manninen (s. 24. syyskuuta 1943 Helsinki) on suomalainen filosofian tohtori ja historiantutkija, joka on perehtynyt erityisesti..."""
norssi_581	https://fi.wikipedia.org/wiki?curid=380017	"""Emil Aleksanteri Mantila (6. helmikuuta 1884 Helsinki – 9. kesäkuuta 1963) oli suomalainen oopperalaulaja.
Mantilalle myönnettiin Pro..."""
norssi_6163	https://fi.wikipedia.org/wiki?curid=1325867	"""Kauko Tapio Juhani Markkanen (s. 28. tammikuuta 1942 Oulussa) on suomalainen tähtitieteilijä, tieteenhistorioitsija ja tieteen yleistajuistaja..."""
norssi_6514	https://fi.wikipedia.org/wiki?curid=1254252	"""Olli Tapani Martio (s. 2. syyskuuta 1941 Hausjärvi) on suomalainen matemaatikko ja Helsingin yliopiston emeritusprofessori. Hän on ollut Jyväskylän..."""
norssi_7728	https://fi.wikipedia.org/wiki?curid=508120	"""Mattila on yleinen suomenkielinen suku- ja paikannimi...."""
norssi_4361	https://fi.wikipedia.org/wiki?curid=1255507	"""Lauri August Mikael Mehto (17. lokakuuta 1927 – 16. joulukuuta 2013) oli suomalainen tekniikan tutkija ja Tampereen teknillisen korkeakoulun..."""
norssi_4732	https://fi.wikipedia.org/wiki?curid=536467	"""Erkki Olavi Melakoski (5. tammikuuta 1926 Turku – 6. huhtikuuta 1997) oli suomalainen säveltäjä, muusikko ja toimituspäällikkö. Melakosken sävellyksistä..."""
norssi_1942	https://fi.wikipedia.org/wiki?curid=1039710	"""Gustaf Henrik Ilmari Melander (6. syyskuuta 1904 Helsinki – 5. toukokuuta 1987 Helsinki) oli suomalainen juristi. Hän oli ensin talousoikeuden..."""
norssi_3115	https://fi.wikipedia.org/wiki?curid=770067	"""Leo Ilmari Meller (26. syyskuuta 1915 Helsinki – 25. kesäkuuta 1990 Helsinki) oli pitkäaikainen Yleisradion toimittaja sekä Mainos-TV:n ohjelmajohtaja..."""
norssi_7181	https://fi.wikipedia.org/wiki?curid=1354495	"""Jorma Kalevi Meller (31. elokuuta 1952 Helsinki – 22. lokakuuta 2016 Helsinki) on suomalainen toimittaja ja kirjailija...."""
norssi_924	https://fi.wikipedia.org/wiki?curid=26934	"""Aarre Merikanto (29. kesäkuuta 1893 Helsinki – 28. syyskuuta 1958 Helsinki) oli suomalainen säveltäjä. Hän oli Liisa Häyrysen ja säveltäjä Oskar..."""
norssi_696	https://fi.wikipedia.org/wiki?curid=667365	"""Lauri Johannes Merimaa ent. Huisko (käytti Saksassa peitenimeä Meermann) (27. maaliskuuta 1889 Rautalampi – 5. syyskuuta 1936)..."""
norssi_2023	https://fi.wikipedia.org/wiki?curid=764883	"""Erkki Aleksanteri Merinen (s. 31. heinäkuuta 1904 Helsinki, k. 1974) on entinen suomalainen pesäpalloilija ja pesäpallojohtaja ja Helsingin Pallo..."""
norssi_618	https://fi.wikipedia.org/wiki?curid=1256488	"""Kaarlo Yrjö Agathon Meurman (1888–1960) oli Helsingin yliopiston korva-, nenä- ja kurkkutautiopin professori 1931–1957, ja hän oli arvostettu..."""
norssi_741	https://fi.wikipedia.org/wiki?curid=117224	"""Otto-Iivari (Otto-Ivar) Meurman [mö:rman] (4. kesäkuuta 1890 Ilmajoki – 19. elokuuta 1994 Helsinki) oli suomalainen arkkitehti. Hänen vanhempansa..."""
norssi_926	https://fi.wikipedia.org/wiki?curid=1083551	"""Mauri Olavi Meurman (19. heinäkuuta 1893 Ilmajoki – 1969) oli suomalainen kasvinjalostuksen kehittäjä ja professori. Hänen vanhempansa olivat..."""
norssi_7440	https://fi.wikipedia.org/wiki?curid=207069	"""Seppo Toivo Ilmari Murto (s. 13. tammikuuta 1955) on suomalainen kuoronjohtaja, kapellimestari ja Helsingin tuomiokirkkoseurakunnan kanttori..."""
norssi_794	https://fi.wikipedia.org/wiki?curid=1219485	"""Martti Joeli Mustakallio (13. heinäkuuta 1891 Pori – 16. joulukuuta 1968 Teneriffa) oli suomalainen lääkäri ja Helsingin yliopiston anatomian..."""
norssi_4712	https://fi.wikipedia.org/wiki?curid=1267925	"""Kimmo Kalervo Mustakallio (7. heinäkuuta 1931 – 15. elokuuta 2016) oli suomalainen lääkäri ja emeritusprofessori. Hän oli lääketieteen ja kirurgian..."""
norssi_1592	https://fi.wikipedia.org/wiki?curid=1177891	"""Matti Albin Mustonen (s. 12. elokuuta 1900) oli suomalainen kirkkoherra ja kirjailija.
Mustosen vanhemmat olivat vahtimestari Erik Mustonen..."""
norssi_4713	https://fi.wikipedia.org/wiki?curid=1114863	"""Pertti Sakari Mutru (18. syyskuuta 1930 Viipuri – 31. lokakuuta 1964 Uusimaa) oli suomalainen koripalloilija ja käsipalloilija.
Mutru..."""
norssi_8233	https://fi.wikipedia.org/wiki?curid=156143	"""Arto Matti Tuomas Myllykoski (s. 1958 ) on teologian tohtori ja Helsingin yliopiston teologisen tiedekunnan Uuden testamentin eksegetiikan dosentti..."""
norssi_8232	https://fi.wikipedia.org/wiki?curid=78675	"""Pekka Johannes Myllykoski (s. 13. joulukuuta 1959 Mänttä) on suomalainen laulaja ja sanoittaja, joka tunnetaan parhaiten kantriyhtye Freud Marx..."""
norssi_4122	https://fi.wikipedia.org/wiki?curid=100708	"""Lauri Myrberg (9. toukokuuta 1926–31. toukokuuta 2004) oli Helsingin yliopiston matematiikan professori ja pitkäaikainen Ylioppilastutkintolautakunnan..."""
norssi_7339	https://fi.wikipedia.org/wiki?curid=1350953	"""Matti Juhani Myrsky (18. toukokuuta 1953 Helsinki – 29. syyskuuta 2016 Joensuu) oli suomalainen oikeustieteilijä. Hän oli Itä-Suomen yliopistossa..."""
norssi_3174	https://fi.wikipedia.org/wiki?curid=860946	"""Antti Kustaa Mäkelä (3. joulukuuta 1913 Muolaa – 26. joulukuuta 1939 Kelja, Sakkola) oli suomalainen kustannusvirkailija, kääntäjä ja kirjailija..."""
norssi_2293	https://fi.wikipedia.org/wiki?curid=843537	"""Eino Evert Mäkinen (13. tammikuuta 1908 Helsinki - 4. huhtikuuta 1987 Helsinki) oli suomalainen valokuvaaja ja elokuvien kuvaaja, ohjaaja ja..."""
norssi_4484	https://fi.wikipedia.org/wiki?curid=641220	"""Jussi Mäkinen (16. helmikuuta 1929 Kuusjärvi – 2. lokakuuta 1978 Helsinki) oli suomalainen suurlähettiläs, joka herätti 1970-luvulla huomiota..."""
norssi_1322	https://fi.wikipedia.org/wiki?curid=729526	"""Vilho Matias Nenonen (19. joulukuuta 1896 Helsinki – 13. joulukuuta 1984 Helsinki) oli suomalainen opettaja ja kirjailija.
Nenonen oli..."""
norssi_462	https://fi.wikipedia.org/wiki?curid=575490	"""Nils Hjalmar Neovius (21. maaliskuuta 1877 Joensuu – 27. helmikuuta 1960) oli suomalainen juristi, oikeusneuvos ja korkeimman oikeuden presidentti..."""
norssi_3390	https://fi.wikipedia.org/wiki?curid=1264176	"""Veikko Wilhelm Nevanlinna (s. 12. tammikuuta 1920–2012) oli Jyväskylän yliopiston matematiikan apulaisprofessori. Nevanlinna työskenteli Jyväskylän..."""
norssi_3808	https://fi.wikipedia.org/wiki?curid=1265049	"""Lasse Otto Wilhelm Nevanlinna (11. huhtikuuta 1924 Helsinki – 17. joulukuuta 2012 Kauniainen) oli suomalainen professori, diplomi-insinööri ja..."""
norssi_2685	https://fi.wikipedia.org/wiki?curid=104183	"""Heikki Ilmari ("Immu") Niemeläinen (16. joulukuuta 1910 Jyväskylä – 28. toukokuuta 1951 Helsinki) oli suomalainen arkkitehti, uimahyppääjä ja..."""
norssi_849	https://fi.wikipedia.org/wiki?curid=1084827	"""Eino Vilho Kalervo Nieminen (23. toukokuuta 1891 Helsinki – 24. toukokuuta 1962 Helsinki) oli suomalainen kielitieteilijä ja professori. Hän..."""
norssi_2870	https://fi.wikipedia.org/wiki?curid=962083	"""Matti Kai Kalevi Nieminen (s. 27. helmikuuta 1952 Helsinki) on suomalainen korkeushyppääjä. Hän ylitti ensimmäisenä suomalaisena 220&#160;cm. Hän..."""
norssi_3271	https://fi.wikipedia.org/wiki?curid=1084796	"""Armas Vilhelm Nieminen (1913–1995) oli suomalainen yhteiskuntatieteilijä ja professori. Hän oli Yhteiskunnallisen korkeakoulun rehtori ja sosiaalipolitiikan..."""
norssi_6450	https://fi.wikipedia.org/wiki?curid=962083	"""Matti Kai Kalevi Nieminen (s. 27. helmikuuta 1952 Helsinki) on suomalainen korkeushyppääjä. Hän ylitti ensimmäisenä suomalaisena 220&#160;cm. Hän..."""
norssi_7405	https://fi.wikipedia.org/wiki?curid=962083	"""Matti Kai Kalevi Nieminen (s. 27. helmikuuta 1952 Helsinki) on suomalainen korkeushyppääjä. Hän ylitti ensimmäisenä suomalaisena 220&#160;cm. Hän..."""
norssi_5459	https://fi.wikipedia.org/wiki?curid=1282161	"""Heikki Ilmari Niini (4. helmikuuta 1937 Helsinki – 31. toukokuuta 2008 Helsinki) oli suomalainen geologi ja Teknillisen korkeakoulun taloudellisen..."""
norssi_353	https://fi.wikipedia.org/wiki?curid=1084952	"""Karl Alwar Niklander (29. lokakuuta 1875 Mäntsälä – 11. kesäkuuta 1969) oli suomalainen liikemies. Hän sai kauppaneuvoksen arvon 1921 ja kauppatieteiden..."""
norssi_2545	https://fi.wikipedia.org/wiki?curid=1113333	"""Tauno Aulis Niklander (18. syyskuuta 1911 Helsinki – 14. kesäkuuta 2006 Helsinki) oli suomalainen varatuomari ja Merenkulkuhallituksen ylijohtaja..."""
norssi_2546	https://fi.wikipedia.org/wiki?curid=131808	"""Aimo Tauno Nikolainen (10. heinäkuuta 1912 Helsinki – 24. syyskuuta 1995 Espoo) oli suomalainen teologi ja Suomen evankelis-luterilaisen kirkon..."""
norssi_1169	https://fi.wikipedia.org/wiki?curid=1283490	"""Veikko Kalervo Noponen (24. maaliskuuta 1896 Helsinki –1961) oli suomalainen oikeustieteilijä ja professori. Hän oli Teknillisen korkeakoulun..."""
norssi_4668	https://fi.wikipedia.org/wiki?curid=1086939	"""Matti Juhani Nurmia (s. 1930) on suomalainen fyysikko ja keksijä. Hän oli vuosina 1962–1963 tutkijana Yhdysvalloissa Oklahoma State Universityssa..."""
norssi_928	https://fi.wikipedia.org/wiki?curid=504956	"""Artur (Artturi) Harald Nyyssönen (1. toukokuuta 1892 Helsinki – 7. syyskuuta 1973 Jyväskylä) oli suomalainen lääkintöneuvos, synnytyslääkäri..."""
norssi_7925	https://fi.wikipedia.org/wiki?curid=437875	"""Veli-Pekka ”Puka” Oinonen (s. 19. elokuuta 1959) on suomalainen muusikko. Hän on ollut kitaristina muun muassa yhtyeissä Nights of Iguana ja..."""
norssi_1323	https://fi.wikipedia.org/wiki?curid=1001727	"""Mauno Pietari Oittinen (10. heinäkuuta 1896 Hämeenlinna – 11. toukokuuta 1970 Helsinki) oli suomalainen kuvanveistäjä...."""
norssi_3391	https://fi.wikipedia.org/wiki?curid=26264	"""Kaarle Sakari Ojanen (4. joulukuuta 1918 Helsinki – 9. tammikuuta 2009 Helsinki) oli suomalainen shakkimestari. Hänet tunnettiin myös shakissa..."""
norssi_1502	https://fi.wikipedia.org/wiki?curid=1086998	"""Ilmo Ollinen (25. huhtikuuta 1900 Oulu – 4. helmikuuta 1967 Helsinki) oli suomalainen juristi. Hän väitteli lakitieteen tohtoriksi 1938. Hän..."""
norssi_584	https://fi.wikipedia.org/wiki?curid=770163	"""Emerik Olsoni (11. helmikuuta 1887 Kurkijoki – 20. elokuuta 1971 Falun, Ruotsi) oli suomalainen filosofian maisteri, kirjastonhoitaja, toimittaja..."""
norssi_6038	https://fi.wikipedia.org/wiki?curid=824395	"""Ilkka Kalevi Oramo (s. 14. elokuuta 1941 Helsinki) on suomalainen musiikkitieteilijä, koulutukseltaan filosofian tohtori. Hän on toiminut vuodesta..."""
norssi_1766	https://fi.wikipedia.org/wiki?curid=11446	"""Juho Kusti Paasikivi (vuoteen 1887 Johan Gustaf Hellstén, 27. marraskuuta 1870 Koski Hl (syntymäkotikunta Tampere) – 14. joulukuuta 1956..."""
norssi_5309	https://fi.wikipedia.org/wiki?curid=1351160	"""Arvi Paasikoski (s. 25. huhtikuuta 1936 Vaasa) on suomalainen juristi. Hän on ollut korkeimman oikeuden oikeusneuvos vuodesta 1987. Sitä ennen..."""
norssi_2111	https://fi.wikipedia.org/wiki?curid=1127500	"""Arvo Kullervo Paasivuori (vuoteen 1906 Hälleberg; 4. huhtikuuta 1905 Helsinki – 30. toukokuuta 1987 Helsinki) oli suomalainen sosiaalidemokraattinen..."""
norssi_3810	https://fi.wikipedia.org/wiki?curid=889539	"""Jaakko Sakari Paatela (3. lokakuuta 1922 Helsinki – 1. maaliskuuta 1989 Espoo) oli suomalainen arkkitehti, joka suunnitteli sairaaloita, parantoloita..."""
norssi_6106	https://fi.wikipedia.org/wiki?curid=418354	"""Antti Heikki Ilmari Paatero (s. 3. maaliskuuta 1943 Helsinki) on suomalainen sisustusarkkitehti, joka tunnetaan etenkin tasavallan presidentin..."""
norssi_1978	https://fi.wikipedia.org/wiki?curid=396516	"""Martti Lauri Paavola (20. heinäkuuta 1898 Janakkala – 26. maaliskuuta 1990 Helsinki) oli suomalainen säveltäjä, pianotaiteilija, pianopedagogi..."""
norssi_958	https://fi.wikipedia.org/wiki?curid=360648	"""Erkki Paavolainen (17. toukokuuta 1890 Kivennapa – 18. maaliskuuta 1960 Helsinki) oli kouluneuvos ja kansanopiston johtaja joka toimi kokoomuksen..."""
norssi_1265	https://fi.wikipedia.org/wiki?curid=136628	"""Aaro Olavi Pajari (17. heinäkuuta 1897 Asikkala – 14. lokakuuta 1949 Kokkola) oli suomalainen kenraalimajuri ja kaksinkertainen Mannerheim-ristin..."""
norssi_7381	https://fi.wikipedia.org/wiki?curid=62607	"""Jukka-Pekka Palo (s. 7. elokuuta 1954 Helsinki) on suomalainen näyttelijä. Hän on esiintynyt niin tv-sarjoissa, elokuvissa kuin teatterissakin..."""
norssi_4200	https://fi.wikipedia.org/wiki?curid=1087906	"""Arvi Martin-Brand Paloheimo (19. marraskuuta 1921 Oulu– 25. tammikuuta 2014 Riihimäki) oli varatuomari ja kuului Paloheimo-sijoitusyhtiön johtoon..."""
norssi_3812	https://fi.wikipedia.org/wiki?curid=1289969	"""Matti Rafael Paloheimo (1924–2012) oli suomalainen juristi. Hän oli Korkeimman hallinto-oikeuden hallintoneuvos vuodesta 1973...."""
norssi_5356	https://fi.wikipedia.org/wiki?curid=51778	"""Eero Kalervo Paloheimo (s. 14. kesäkuuta 1936 Helsinki) on suomalainen poliitikko ja tekniikan tohtori. Paloheimo hoiti Teknillisen korkeakoulun..."""
norssi_989	https://fi.wikipedia.org/wiki?curid=350458	"""Väinö Henrik Palojärvi (vuoteen 1906 Hildén, käytti Saksassa peitenimeä Brandt; 13. kesäkuuta 1894 Vihti – 10. kesäkuuta 1955 Helsinki..."""
norssi_5881	https://fi.wikipedia.org/wiki?curid=529658	"""Pekka Kustaa Parkkinen (4. kesäkuuta 1940 Helsinki – 8. toukokuuta 1992 Helsinki) oli tuottelias suomalainen kirjailija ja kääntäjä. Proosassaan..."""
norssi_2499	https://fi.wikipedia.org/wiki?curid=456015	"""Henry George William Parland (29. heinäkuuta 1908 Viipuri, Suomen suuriruhtinaskunta – 10. marraskuuta 1930 Kaunas, Liettua) oli suomenruotsalainen..."""
norssi_6107	https://fi.wikipedia.org/wiki?curid=61908	"""Simo Kaarlo Antero Parpola (4. heinäkuuta 1943 Helsinki) on Helsingin yliopiston professori ja maailman tunnetuimpia assyriologeja. Hänen johtamansa..."""
norssi_2298	https://fi.wikipedia.org/wiki?curid=1088183	"""Heikki Sakari Parviainen (1909–1962) oli synnytys- ja naistentautiopin ylimääräinen professori Helsingin yliopistossa 1952–1956 ja Turun yliopistossa..."""
norssi_9444	https://fi.wikipedia.org/wiki?curid=302413	"""Janne Olavi Parviainen (s. 1973) eli Pannu Hanhi on suomalainen rumpali. Hän soittaa yhtyeissä Ensiferum ja Liekehtivät Torsionit, joka on Notkean..."""
norssi_6108	https://fi.wikipedia.org/wiki?curid=644442	"""Kimmo Pasanen (s. 1943) on taidemaalari, kirjailija ja filosofi, joka asuu ja työskentelee Pariisissa. Hän on väitellyt filosofian tohtoriksi..."""
norssi_5495	https://fi.wikipedia.org/wiki?curid=1291192	"""Lauri Kalevi Patomäki (10. elokuuta 1934 Viipuri – 15. kesäkuuta 2010 Helsinki) oli suomalainen fyysikko. Hän oli Kuopion yliopiston lääketieteellisen..."""
norssi_4393	https://fi.wikipedia.org/wiki?curid=1291665	"""Antti Jussi Olavi Pelkola (22. toukokuuta 1923 Hattula – 26. maaliskuuta 1982 Kirkkonummi) oli suomalainen juristi ja varatuomari, joka toimi..."""
norssi_1175	https://fi.wikipedia.org/wiki?curid=1088352	"""Heikki Tapio Pellinen (17. syyskuuta 1896 Helsinki – 19. elokuuta 1971 Helsinki) oli suomalainen paperi-insinööri. Hän toimi Teknillisen korkeakoulun..."""
norssi_6379	https://fi.wikipedia.org/wiki?curid=714368	"""Heikki Olavi Peltola (s. 26. joulukuuta 1943 Angola) on Helsingin yliopiston infektiotautien professori. Hän väitteli lääketieteen ja kirurgian..."""
norssi_1176	https://fi.wikipedia.org/wiki?curid=1287630	"""Kustaa Jalmari Peltonen (17. elokuuta 1893 Pyhäjärvi Ul – 16. heinäkuuta 1969 Helsinkilähde?) oli suomalainen..."""
norssi_4995	https://fi.wikipedia.org/wiki?curid=67943	"""Matti Henrikki Järvinen (18. helmikuuta 1909 Tampere – 22. heinäkuuta 1985 Helsinki) oli suomalainen keihäänheittäjä. Hän voitti kultaa 1932..."""
norssi_2251	https://fi.wikipedia.org/wiki?curid=169370	"""Jarno Elisar Pennanen (8. lokakuuta 1906 Helsinki – 24. heinäkuuta 1969 Viljakkala) oli suomalainen toimittaja ja kirjailija...."""
norssi_3235	https://fi.wikipedia.org/wiki?curid=1291949	"""Kari Juhana Penttinen (17. helmikuuta 1918 Helsinki – 26. helmikuuta 2004 Espoo) oli suomalainen lääkäri ja professori. Hän oli 1966–1983 Helsingin..."""
norssi_4436	https://fi.wikipedia.org/wiki?curid=1128510	"""Heikki Tapio Periäinen (s. 16. joulukuuta 1929 Helsinki) on suomalainen arkkitehti ja valtiotieteiden tohtori. Hän toimi Suomen Taideteollisuusyhdistyksen..."""
norssi_7037	https://fi.wikipedia.org/wiki?curid=202507	"""Mikko Juhana Perkoila (s. 15. tammikuuta 1950 Helsinki) on suomalainen laulaja ja lauluntekijä.
Perkoila oli mukana 1970-luvun poliittisessa..."""
norssi_107	https://fi.wikipedia.org/wiki?curid=282200	"""Matti Pesonen (1. elokuuta 1868 Sääminki – 11. joulukuuta 1957 Ylistaro) oli suomalainen säveltäjä, sanoittaja ja kansanedustaja, jonka kuuluisimpia..."""
norssi_1847	https://fi.wikipedia.org/wiki?curid=433567	"""Niilo Natanael Pesonen (14. lokakuuta 1902 – 26. joulukuuta 1993) oli suomalainen lääkäri, anatomian professori ja lääkintöhallituksen pääjohtaja..."""
norssi_2452	https://fi.wikipedia.org/wiki?curid=818901	"""Olavi Samuel Pesonen (8. huhtikuuta 1909 Helsinki – 11. marraskuuta 1993 Helsinki) oli suomalainen säveltäjä, urkutaiteilija, musiikkikriitikko..."""
norssi_3124	https://fi.wikipedia.org/wiki?curid=1088560	"""Urpo Rafael Pesonen (8. toukokuuta 1915 Helsinki – 1994) oli viulutaiteilija, kapellimestari ja kuoronjohtaja. Hän opiskeli Saksassa ja Yhdysvalloissa..."""
norssi_2489	https://fi.wikipedia.org/wiki?curid=972035	"""Kaarlo Uolevi (Olli) Pihkala (vuoteen 1906 Gummerus, 30. kesäkuuta 1905 Jyväskylä − 17. joulukuuta 1998 Helsinki) oli suomalainen..."""
norssi_2033	https://fi.wikipedia.org/wiki?curid=1214914	"""Mauri Rafael Pohto (18. syyskuuta 1905 Tampere – 29. joulukuuta 1989 Helsinki) oli Helsingin yliopiston ensimmäinen hammaslääketieteen professori..."""
norssi_3394	https://fi.wikipedia.org/wiki?curid=268697	"""Kalle Pentti Poukka (13. syyskuuta 1919 Tampere – 31. lokakuuta 2012 Helsinki) oli Uuden Suomen päätoimittaja ja Helsingin kaupunginvaltuuston..."""
norssi_3125	https://fi.wikipedia.org/wiki?curid=330688	"""Risto Olli Petter Puhakka (11. huhtikuuta 1916 Sortavala – 28. tammikuuta 1989 Helsinki) oli suomalainen hävittäjälentäjä ja Mannerheim-ristin..."""
norssi_9931	https://fi.wikipedia.org/wiki?curid=141928	"""Uljas Voitto Pulkkis (s. 22. heinäkuuta 1975) on suomalainen säveltäjä. Hän opiskeli aluksi matematiikkaa Helsingin yliopistossa mutta vaihtoi..."""
norssi_3044	https://fi.wikipedia.org/wiki?curid=1090345	"""Jaakko Ilmari Puokka (5. heinäkuuta 1915 Helsinki – 23. toukokuuta 2004) oli suomalainen taidehistorioitsija. Hän väitteli filosofian tohtoriksi..."""
norssi_1432	https://fi.wikipedia.org/wiki?curid=1294413	"""Tauno Ilmari Putkonen (16. tammikuuta 1900 Rauma – 29. lokakuuta 1976) oli suomalainen lääkäri ja professori. Hän oli Helsingin yliopiston iho..."""
norssi_3127	https://fi.wikipedia.org/wiki?curid=102204	"""Olavi Johannes Päivänsalo (30. kesäkuuta 1916 Keuruu – 15. lokakuuta 1984 Helsinki) oli suomalainen poliitikko. Hän oli yksi Suomen kristillisen..."""
norssi_509	https://fi.wikipedia.org/wiki?curid=564744	"""Eevertti Pärnänen (10. heinäkuuta 1881 Pietari – 9. toukokuuta 1958 Janakkala) oli Inkerinmaalla toiminut suomalainen pappi ja kirjailija...."""
norssi_4600	https://fi.wikipedia.org/wiki?curid=51413	"""Lasse Erik Pöysti (s. 24. tammikuuta 1927 Sortavala) on suomalainen näyttelijä, ohjaaja, teatterinjohtaja ja käsikirjoittaja. Hän on näytellyt..."""
norssi_4875	https://fi.wikipedia.org/wiki?curid=287999	"""Erkki Raatikainen (24. toukokuuta 1930 Jyväskylä – 30. tammikuuta 2011 Helsinki) oli suomalainen poliitikko, toimittaja ja kirjailija sekä Yleisradion..."""
norssi_5146	https://fi.wikipedia.org/wiki?curid=99859	"""Kari Tapani Rahkamo (s. 30. toukokuuta 1933 Lahti) on helsinkiläinen poliitikko. Rahkamo on koulutukseltaan diplomi-insinööri ja puoluetaustaltaan..."""
norssi_5579	https://fi.wikipedia.org/wiki?curid=62821	"""Raimo Juhani Raiskinen (29. syyskuuta 1937 Helsinki – 5. kesäkuuta 2016 Jämsä) oli suomalainen oopperanjohtaja, kapellimestari ja pianisti. Hän..."""
norssi_6319	https://fi.wikipedia.org/wiki?curid=161382	"""Panu Rajala (s. 27. elokuuta 1945 Helsinki) on suomalainen kirjailija ja tutkija. Koulutukseltaan hän on filosofian tohtori...."""
norssi_1229	https://fi.wikipedia.org/wiki?curid=211985	"""Helge Vilhelm Ranin (18. helmikuuta 1897 Kuopio – 15. huhtikuuta 1952 Helsinki) oli suomalainen näyttelijä. Teatteriuransa lisäksi hän esiintyi..."""
norssi_7184	https://fi.wikipedia.org/wiki?curid=408956	"""Matti Juhani Rantanen (20. helmikuuta 1952 Helsinki) on suomalainen harmonikkataiteilija ja konserttiharmonikan korkeakoulutuksen uranuurtaja..."""
norssi_1363	https://fi.wikipedia.org/wiki?curid=861465	"""Aarne Aleksander Rapp (13. toukokuuta 1897 Helsinki – 13. joulukuuta 1939 Forssa) oli suomalainen taidemaalari, piirtäjä ja kirjailija...."""
norssi_1434	https://fi.wikipedia.org/wiki?curid=484868	"""Uljas Vesa Rauanheimo (sukunimi vuoteen 1906 Järnefelt; 11. elokuuta 1898, Nurmes – 15. huhtikuuta 1963) oli suomalainen kirjailija. Hän..."""
norssi_1852	https://fi.wikipedia.org/wiki?curid=484818	"""Yrjö Sakari Rauanheimo (sukunimi vuoteen 1906 Järnefelt; 6. maaliskuuta 1904 Viipuri – 29. marraskuuta 1949 Helsinki) oli sanomalehtimies..."""
norssi_4629	https://fi.wikipedia.org/wiki?curid=37103	"""Einojuhani (Eino Juhani) Rautavaara (9. lokakuuta 1928 Helsinki – 27. heinäkuuta 2016 Helsinki) oli suomalainen taidemusiikin säveltäjä. Hän..."""
norssi_7770	https://fi.wikipedia.org/wiki?curid=71657	"""Esko Tapani Rechardt (s. 9. toukokuuta 1958 Helsinki) on suomalainen kilpapurjehtija ja olympiavoittaja. Rechardt voitti Finnjolla-luokan olympiakultaa..."""
