uri	wikilink	description
norssi_4111	https://fi.wikipedia.org/wiki?curid=432587	"""Jaakko Juhani ”Jahnu” Jahnukainen (15. maaliskuuta 1925 Helsinki – 8. lokakuuta 1980 Helsinki) oli suomalainen toimitusjohtaja, jazzmuusikko..."""
norssi_3784	https://fi.wikipedia.org/wiki?curid=58444	"""Max Jakobson (30. syyskuuta 1923 Viipuri – 9. maaliskuuta 2013 Helsinki) oli suomalainen diplomaatti, ministeri ja ulkopoliittinen taustavaikuttaja..."""
norssi_6440	https://fi.wikipedia.org/wiki?curid=537127	"""Raimo Antero Jakoila (s. 17. lokakuuta 1945 Vaasa) on suomalainen rock-kitaristi. Hän on esiintynyt muun muassa Hectorin, Baddingin ja Tuomari..."""
norssi_2524	https://fi.wikipedia.org/wiki?curid=1124530	"""Jorma Jalava (1910–1991) oli suomalainen kauppatieteiden maisteri. Hän toimi osuustoiminnan parissa ja oli Kulutus­osuus­kuntien Keskusliiton..."""
norssi_6137	https://fi.wikipedia.org/wiki?curid=1070182	"""Reijo Seppo Jallinoja (s. 3. toukokuuta 1941) on suomalainen arkkitehti.
Jallinoja valmistui Teknillisestä korkeakoulusta arkkitehdiksi..."""
norssi_3204	https://fi.wikipedia.org/wiki?curid=1060485	"""<br />
Antti Ilmari "Pitkä-Jim" Joensuu (19. maaliskuuta 1916 Pori – 8. marraskuuta 1963 Maarianhaminan lentoturma) oli suomalainen sodanaikainen..."""
norssi_330	https://fi.wikipedia.org/wiki?curid=826139	"""Johansson tai Johanson on Ruotsissa hyvin yleinen, myös Suomessa käytössä oleva sukunimi. Kuten monet muutkin yleiset ruotsinkieliset..."""
norssi_5842	https://fi.wikipedia.org/wiki?curid=1345828	"""Tapani Veikko Juhani Jokinen (s. 1937) on suomalainen tekniikantutkija. Hän on ollut Teknillisen korkeakoulun sähkötekniikan professori vuodesta..."""
norssi_4006	https://fi.wikipedia.org/wiki?curid=279928	"""Mauno Olavi Jokipii (21. elokuuta 1924 Helsinki – 2. tammikuuta 2007 Jyväskylä) oli suomalainen historiantutkija, Jyväskylän yliopiston historian..."""
norssi_2260	https://fi.wikipedia.org/wiki?curid=1281386	"""Sakari Jotuni (3. heinäkuuta 1907 Ilomantsi – 14. heinäkuuta 1941 Soanlahti) oli suomalainen filosofian maisteri ja suomentaja.
Jotunin..."""
norssi_4740	https://fi.wikipedia.org/wiki?curid=206753	"""Pertti Anton Elias Jotuni (16. toukokuuta 1931 Helsinki – 19. tammikuuta 2007 Espoo) oli suomalainen tiedetoimittaja. Koulutukseltaan hän oli..."""
norssi_1569	https://fi.wikipedia.org/wiki?curid=53070	"""Toivo August Jäntti (7. huhtikuuta 1900, Helsinki–8. toukokuuta 1975, Helsinki) oli suomalainen arkkitehti, joka yhdessä Yrjö Lindegrenin kanssa..."""
norssi_4319	https://fi.wikipedia.org/wiki?curid=1127377	"""Johan Järnefelt (s. 14. heinäkuuta 1929 Helsinki) on suomalainen lääkäri. Hän oli Helsingin yliopiston lääketieteellisen kemian professori vuosina..."""
norssi_285	https://fi.wikipedia.org/wiki?curid=956201	"""Toivo Henrik Järvi (31. maaliskuuta 1877 Helsinki – 9. heinäkuuta 1960 Helsinki) oli suomalainen kalabiologi, joka toimi Kalastushallituksen..."""
norssi_1127	https://fi.wikipedia.org/wiki?curid=71972	"""Aarne Erkki Järvinen (13. heinäkuuta 1891 Helsinki – 27. elokuuta 1963 Helsinki) oli suomalainen metsänhoitaja, taidemaalari ja eräkirjailija..."""
norssi_1242	https://fi.wikipedia.org/wiki?curid=951048	"""Eino Iisakki (Sakki) Järvinen (17. marraskuuta 1896 Helsinki – 19. marraskuuta 1955) oli suomalainen upseeri ja kenraaliluutnantti sekä entinen..."""
norssi_5524	https://fi.wikipedia.org/wiki?curid=1127396	"""Simo Veikko Osmo Järvinen (21. syyskuuta 1938 – 5. elokuuta 1997) oli suomalainen arkkitehti. Hän oli erityisesti yhdyskuntasuunnittelija, ja..."""
norssi_6997	https://fi.wikipedia.org/wiki?curid=303873	"""Olli Juhani Järvinen (3. lokakuuta 1950 Jyväskylä – 29. marraskuuta 1990 Helsinki) oli Helsingin yliopiston eläintieteen professori ja Suomen..."""
norssi_5666	https://fi.wikipedia.org/wiki?curid=467138	"""Seppo Tapani Kahri (s. 8. toukokuuta 1938, Pori) on suomalainen varatuomari ja pitkäaikainen Suomen Työnantajain Keskusliiton STK:n toimitusjohtaja..."""
norssi_3867	https://fi.wikipedia.org/wiki?curid=1198092	"""Tuomas Ilpo Kaija (1. kesäkuuta 1921 Alahärmä – 30. lokakuuta 1944 Vuotso, Sodankylä) oli suomalainen vänrikki ja runoilija joka kaatui Lapin..."""
norssi_5873	https://fi.wikipedia.org/wiki?curid=1022551	"""Asko Kullervo Kaikusalo (4. helmikuuta 1941 Helsinki – 10. toukokuuta 2012 Luhanka) oli suomalainen luonnontutkija ja tietokirjailija, joka teki..."""
norssi_2599	https://fi.wikipedia.org/wiki?curid=1128147	"""Kai Untamo Johannes Kaila (31. elokuuta 1910 Sortavala – 1. kesäkuuta 1993) oli suomentaja. Hän oli aikoinaan J. A. Hollon ohella tuotteliaimpia..."""
norssi_3101	https://fi.wikipedia.org/wiki?curid=1128237	"""Osmo Ilmari Kaila (11. toukokuuta 1916 Helsinki – 3. kesäkuuta 1991 Helsinki) oli suomalainen šakkimestari ja toimittaja. Hän opiskeli oikeustiedettä..."""
norssi_4188	https://fi.wikipedia.org/wiki?curid=1190938	"""Osmo Iivari Kaila (s. 6. lokakuuta 1924 Oulu) oli suomalainen Naantalissa asunut kirjailija.
Kailan isä on jääkärimajuri Kaarlo Kaila..."""
norssi_5145	https://fi.wikipedia.org/wiki?curid=1128172	"""Martti Mikael Kaila (s. 24. helmikuuta 1933 Helsinki) on suomalainen tekniikan tutkija. Hän on ollut Teknillisen korkeakoulun lujuusopin professori..."""
norssi_730	https://fi.wikipedia.org/wiki?curid=19116	"""Eino Sakari Kaila (vuoteen 1906 Johansson; 9. elokuuta 1890 Alajärvi – 31. heinäkuuta 1958 Kirkkonummi) oli suomalainen filosofi ja psykologi..."""
norssi_6300	https://fi.wikipedia.org/wiki?curid=524354	"""Jorma Juhani Kaimio (s. 13. heinäkuuta 1946 Helsinki) on suomalainen antiikintutkija ja etruskologi. Kaimio toimi tutkijana ja opettajana Helsingin..."""
norssi_7590	https://fi.wikipedia.org/wiki?curid=119725	"""Jouni Ilari Kaipainen (24. marraskuuta 1956 Helsinki – 23. marraskuuta 2015 Tampere) oli suomalainen säveltäjä. Hän opiskeli 1975–1982 Sibelius..."""
norssi_2008	https://fi.wikipedia.org/wiki?curid=364784	"""Aulis Oswald Kairamo (29. huhtikuuta 1905 Helsinki – 13. joulukuuta 1991 Helsinki) oli suomalainen vuorineuvos. Hänen uransa suomalaisen teollisuuden..."""
norssi_2286	https://fi.wikipedia.org/wiki?curid=331788	"""Esa Heikki Kaitila (22. huhtikuuta 1909 Viipuri – 18. kesäkuuta 1975 Helsinki) oli suomalainen professori, liberaali poliitikko, ministeri sekä..."""
norssi_9115	https://fi.wikipedia.org/wiki?curid=383323	"""Katariina Kaitue (oik. Kaitue-Harima; s. 21. tammikuuta 1967 Helsinki) on suomalainen näyttelijä. Hän on toiminut vuodesta 1991 vakituisena..."""
norssi_5712	https://fi.wikipedia.org/wiki?curid=1130266	"""Keijo Olavi Kajantie (s. 1940) on suomalainen fyysikko. Hän oli Helsingin yliopiston fysiikan professori 1972–1977, teoreettisen fysiikan professori..."""
norssi_5169	https://fi.wikipedia.org/wiki?curid=1301289	"""Viljo Juhani Kala (s. 2. heinäkuuta 1934 Helsinki) on suomalainen kilpauransa päättänyt koripalloilija.
Pantterien kasvatti Kala edusti..."""
norssi_5989	https://fi.wikipedia.org/wiki?curid=386727	"""Risto Antero Kala (s. 24. heinäkuuta 1941 Helsinki) on suomalainen lääkäri ja entinen koripalloilija.
Risto Kala kuului Suomen koripallomaajoukkueeseen..."""
norssi_3582	https://fi.wikipedia.org/wiki?curid=363637	"""Varma Voitto Kallio (3. huhtikuuta 1920, Helsinki – 25. lokakuuta 2003).
Sosiaalidemokraatteja edustanut Kallio oli opetusministerinä..."""
norssi_2807	https://fi.wikipedia.org/wiki?curid=1021620	"""Jouko Kalervo Ultimo Kallioniemi (s. 12. lokakuuta 1912 Helsinki) on suomalainen näytelmäkirjailija...."""
norssi_7430	https://fi.wikipedia.org/wiki?curid=426452	"""Hannu Kalevi Kankaanpää (s. 7. huhtikuuta 1954 Helsinki) on suomalainen Helsingissä asuva kirjailija ja runoilija.
Helsingin Punavuoressa..."""
norssi_4318	https://fi.wikipedia.org/wiki?curid=1137405	"""Aarno Eino Karhilo (vuoteen 1936 Grönlund; 22. marraskuuta 1927 Helsinki – 3. syyskuuta 2008 Helsinki) oli suomalainen diplomaatti, joka..."""
norssi_7464	https://fi.wikipedia.org/wiki?curid=926269	"""Jukka Ensio Kärnä (s. 14. marraskuuta 1955 Kiihtelysvaara) on suomalainen ammattiyhdistysvaikuttaja ja poliitikko. Hän toimi SDP:n kansanedustajana..."""
norssi_4426	https://fi.wikipedia.org/wiki?curid=912662	"""Esko Ensio Karhunen (4. tammikuuta 1928 Helsinki – 8. maaliskuuta 2016 Helsinki) oli suomalainen koripalloilija ja koripallovaikuttaja. Hänet..."""
norssi_875	https://fi.wikipedia.org/wiki?curid=912638	"""Yrjö Antero Karilas (vuoteen 1906 Karlsberg; 3. tammikuuta 1891 Hailuoto – 7. kesäkuuta 1982 Helsinki) oli kristillisen nuorisotyön kehittäjä..."""
norssi_3530	https://fi.wikipedia.org/wiki?curid=593761	"""Erkki Johannes Kario (18. kesäkuuta 1919 Helsinki – 13. toukokuuta 1984 Helsinki) oli suomalainen päätoimittaja. Hän toimi Kirkko ja kaupungin..."""
norssi_227	https://fi.wikipedia.org/wiki?curid=1261055	"""Hemminki (Hemming) Karjalainen (28. toukokuuta 1875 Helsinki – 4. huhtikuuta 1933 Hämeenlinna) oli suomalainen lyseon lehtori ja kirjallisuuden..."""
norssi_4113	https://fi.wikipedia.org/wiki?curid=1346422	"""Lauri Erik Karén (29. huhtikuuta 1927 Iida, Japani – 7. toukokuuta 2006 Gex, Ranska) oli suomalainen valtiotieteen maisteri ja lehtien ulkomaankirjeenvaihtaja..."""
norssi_2403	https://fi.wikipedia.org/wiki?curid=1329667	"""Aarne Emil (Ari) Kauhanen (1909 – lokakuussa 1949 Venezuela) oli suomalainen valtiollisen poliisin Valpon esittelijä. Hän oli sotilasarvoltaan..."""
norssi_2651	https://fi.wikipedia.org/wiki?curid=992720	"""Väinö Kaukonen (18. maaliskuuta 1911 Kuopio – 4. lokakuuta 1990 Helsinki) oli suomalainen professori ja kirjallisuudentutkija.
Kaukonen..."""
norssi_5099	https://fi.wikipedia.org/wiki?curid=241053	"""Timo Taavetti Kaukonen (15. toukokuuta 1933 Helsinki – 5. tammikuuta 1996 Kuopio) oli tunnettu television tietokilpailuohjelmien vetäjä ja ravintoloitsija..."""
norssi_1455	https://fi.wikipedia.org/wiki?curid=608545	"""Onni Ilmari Kaukoranta (26. lokakuuta 1892 Liminka – 1. huhtikuuta 1954) oli suomalainen jääkärimajuri. Hänen vanhempansa olivat kansakoulunopettaja..."""
norssi_2653	https://fi.wikipedia.org/wiki?curid=1051063	"""Usko Immanuel Toivo Johannes Jalmari Kauppala (26. huhtikuuta 1913 Hausjärvi – 1981) oli suomalainen kirjailija...."""
norssi_3102	https://fi.wikipedia.org/wiki?curid=1043519	"""Eino Aksel Kauppala (s. 11. kesäkuuta 1917 Kivennapa) on suomalainen kirjailija ja suomentaja...."""
norssi_4977	https://fi.wikipedia.org/wiki?curid=722129	"""Eero Vilho Kekomäki (s. 1933) on suomalainen varatuomari ja toimi suojelupoliisin päällikkönä 1990–1996.
Ennen suojelupoliisiin siirtymistään..."""
norssi_3964	https://fi.wikipedia.org/wiki?curid=297042	"""Kullervo Johannes Kemppinen (24. kesäkuuta 1921 Terijoki – 16. syyskuuta 2012) oli laamannin arvonimen saanut asianajaja ja kirjailija...."""
norssi_1922	https://fi.wikipedia.org/wiki?curid=1141567	"""Martti Aatto Olavi Kerkkonen (1905–1990) oli suomalainen historiantutkija. Hän oli Valtionarkiston arkistoneuvos 1952-1967, valtionarkistonhoitaja..."""
norssi_785	https://fi.wikipedia.org/wiki?curid=1073922	"""William Kerppola (5. tammikuuta 1891 Helsinki – 25. kesäkuuta 1974 Helsinki) oli suomalainen lääkäri, lääketieteen ja kirurgian tohtori. Hän..."""
norssi_2600	https://fi.wikipedia.org/wiki?curid=268749	"""Paolo Kullervo Killinen (15. maaliskuuta 1912 – 18. helmikuuta 1994) oli suomalainen valtiotieteilijä, kommodori ja valtiotieteen tohtori. Hän..."""
norssi_786	https://fi.wikipedia.org/wiki?curid=125658	"""Yrjö Henrik Kilpinen (4. helmikuuta 1892 Helsinki – 2. maaliskuuta 1959 Helsinki) oli suomalainen säveltäjä ja akateemikko. Hänen tunnetuin sävellyksensä..."""
norssi_1080	https://fi.wikipedia.org/wiki?curid=1088923	"""Harry Toivo Kinnunen (19. lokakuuta 1894 Helsinki –&#160;?) oli Suomen Puolustusvoimien eversti ja sodanaikainen rykmentin komentaja.
Kinnunen..."""
norssi_1746	https://fi.wikipedia.org/wiki?curid=809606	"""Väinö Kinnunen (1902-1971) oli suomalainen pesäpalloilija.
Ammatiltaan Väinö Kinnunen oli varatuomari, ylempi oikeustutkinto 1940, Kinnunen..."""
norssi_5296	https://fi.wikipedia.org/wiki?curid=30938	"""Matti Klinge (s. 31. elokuuta 1936 Helsinki) on historiantutkija ja professori. Hänet tunnetaan kirjallisesti tuotteliaana aate-, sivistys- ja..."""
norssi_787	https://fi.wikipedia.org/wiki?curid=440964	"""Armas Kalervo Kohonen (1. syyskuuta 1891 Helsinki – 23. maaliskuuta 1918 Messukylä) oli suomalainen jääkäriluutnantti. Hänen vanhempansa olivat..."""
norssi_656	https://fi.wikipedia.org/wiki?curid=265704	"""Aukusti Koivisto (11. lokakuuta 1886 Juva – 30. maaliskuuta 1962 Oulu) oli suomalainen taidemaalari.
Koiviston täytettyä kaksi vuotta..."""
norssi_3966	https://fi.wikipedia.org/wiki?curid=1134377	"""Heikki Juhani Kokko (s. 11. maaliskuuta 1921 Helsinki) on suomalainen näytelmäkirjailija...."""
norssi_2530	https://fi.wikipedia.org/wiki?curid=279379	"""Vilho Koljonen (18. elokuuta 1910 Kiihtelysvaara – 1. syyskuuta 2000) oli suomalainen kirjailija, valokuvaaja ja musiikintekijä, joka toimi vuodesta..."""
norssi_7155	https://fi.wikipedia.org/wiki?curid=766301	"""Matti Heikki Kontio (s.27. huhtikuuta 1948) on suomalainen kanteleen soittaja, säveltäjä, sanoittaja ja sovittaja, joka muistetaan muun muassa..."""
norssi_5565	https://fi.wikipedia.org/wiki?curid=242378	"""Matti Juhani Konttinen (s. 8. tammikuuta 1938 Helsinki – 30. heinäkuuta 2013 Helsinki) oli suomalainen toimittaja ja jazzmuusikko. Hän työskenteli..."""
norssi_3853	https://fi.wikipedia.org/wiki?curid=324918	"""Kai Valter Korte (23. lokakuuta 1922 Hämeenlinna – 10. joulukuuta 1992 Helsinki) oli oikeuskanslerina vuonna 1986 eläkkeelle jäänyt virkamies..."""
norssi_577	https://fi.wikipedia.org/wiki?curid=565616	"""Yrjö Koskelainen (23. huhtikuuta 1885 Helsinki – 30. huhtikuuta 1951 Helsinki) oli suomalainen päätoimittaja, Suomen Teollisuusliiton apulaisjohtaja..."""
norssi_647	https://fi.wikipedia.org/wiki?curid=624453	"""Aarne Koskenalho ent. Forssell (14. marraskuuta 1888 Helsinki – 4. huhtikuuta 1918) oli suomalainen jääkärikapteeni ja Helsingin kaupunginviskaali..."""
norssi_2190	https://fi.wikipedia.org/wiki?curid=1075957	"""Matti Koskenniemi (19. joulukuuta 1908 Iida, Japani – 11. joulukuuta 2001 Helsinki) oli suomalainen kasvatustieteilijä ja kasvatusopin professori..."""
norssi_4255	https://fi.wikipedia.org/wiki?curid=360333	"""Onni Ensio ”Enska” Itkonen (7. lokakuuta 1926 Helsinki – 15. joulukuuta 2010 Helsinki) oli liikenneopettaja ja liikennevalistaja. Itkosen yhdessä..."""
norssi_7955	https://fi.wikipedia.org/wiki?curid=12636	"""Jari Antero Koskinen (s. 11. kesäkuuta 1960 Hauho) on suomalainen kokoomusta edustava poliitikko ja Kuntaliiton toimitusjohtaja. Hän oli kansanedustaja..."""
norssi_8706	https://fi.wikipedia.org/wiki?curid=874283	"""Tämä on luettelo vaalikauden 1966 kansanedustajista. Eduskuntavaaleissa 1966 valittu eduskunta toimi huhtikuusta 1966 maaliskuuhun 1970...."""
norssi_2096	https://fi.wikipedia.org/wiki?curid=795048	"""Eero Kosonen (12. tammikuuta 1906 Tampere – 4. marraskuuta 2002 Tampere) oli suomalainen kapellimestari ja orkesterinjohtaja.
Kosonen..."""
norssi_1413	https://fi.wikipedia.org/wiki?curid=1332091	"""Arvo Ilmari Kotilainen (3. toukokuuta 1897 Helsinki – 23. helmikuuta 1949 Helsinki) oli suomalainen kuvittaja, elokuvalavastaja ja taidemaalari..."""
norssi_2660	https://fi.wikipedia.org/wiki?curid=704747	"""Gustaf Alfons Koutonen (17. elokuuta 1910 Helsinki – 8. heinäkuuta 1977 Helsinki) oli suomalainen moukarinheittäjä.
Koutonen sijoittui..."""
norssi_2328	https://fi.wikipedia.org/wiki?curid=283638	"""Eino Krohn (8. helmikuuta 1902 Helsinki – 18. helmikuuta 1987 Helsinki) oli suomalainen kirjallisuudentutkija sekä kirjallisuustieteen ja estetiikan..."""
norssi_2329	https://fi.wikipedia.org/wiki?curid=84577	"""Sven Ilmari Krohn (9. toukokuuta 1903 Helsinki – 26. kesäkuuta 1999 Tampere) oli suomalainen filosofi.
Krohn opiskeli filosofiaa Helsingin..."""
norssi_4508	https://fi.wikipedia.org/wiki?curid=129161	"""Pentti Juhani ”Jussi” Kumpulainen (31. heinäkuuta 1925 Viipuri – 12. marraskuuta 1991 Helsinki) oli suomalainen näyttelijä ja ohjaaja. Hän teki..."""
norssi_4527	https://fi.wikipedia.org/wiki?curid=1311131	"""Kauko Einari Kuosma (14. tammikuuta 1926 Viipuri – 30. maaliskuuta 2013) oli suomalainen pianotaiteilija ja pedagogi.
Kuosman perhe muutti..."""
norssi_102	https://fi.wikipedia.org/wiki?curid=749926	"""Juhani (Johannes) Kurikka (23. lokakuuta 1870 Tuutari, Inkeri – 7. toukokuuta 1930 Helsinki) oli inkeriläissyntyinen suomalainen agronomi, nuorsuomalaisen..."""
norssi_6304	https://fi.wikipedia.org/wiki?curid=281662	"""Koululaiva Matti Kurki oli Suomen laivaston koululaivana 1962-1974...."""
norssi_1058	https://fi.wikipedia.org/wiki?curid=594759	"""Lauri Kalervo Groundstroem myöh. Kurkiala (16. marraskuuta 1894 Längelmäki – 26. joulukuuta 1966) oli suomalainen pappi ja jääkärieverstiluutnantti..."""
norssi_4691	https://fi.wikipedia.org/wiki?curid=1300802	"""Kullervo Kuusela (20. kesäkuuta 1924 Viipuri – 30. lokakuuta 2003 Helsinki) oli Metsäntutkimuslaitoksen professori, joka kehitti metsänarvioimistieteilijänä..."""
norssi_5063	https://fi.wikipedia.org/wiki?curid=735726	"""Seppo Ilmo Kuusela (25. helmikuuta 1934 Helsinki – 16. lokakuuta 2014) oli suomalainen koripalloilija ja koripallovalmentaja.
Kuusela..."""
norssi_2817	https://fi.wikipedia.org/wiki?curid=100580	"""Matti Akseli Kuusi (25. maaliskuuta 1914 Helsinki – 16. tammikuuta 1998 Helsinki) oli kansanrunoudentutkija ja Helsingin yliopiston professori..."""
norssi_3216	https://fi.wikipedia.org/wiki?curid=334492	"""Pekka Juhana Kuusi (9. heinäkuuta 1917 Helsinki – 25. toukokuuta 1989 Helsinki) oli suomalainen tutkija ja yhteiskuntapoliitikko sekä Alkon pääjohtaja..."""
norssi_6666	https://fi.wikipedia.org/wiki?curid=104564	"""Kim Olavi Kuusi (s. 28. joulukuuta 1947 Helsinki) on suomalainen säveltäjä ja vuodesta 2011 Teoston hallituksen puheenjohtaja. Hän on koulutukseltaan..."""
norssi_7400	https://fi.wikipedia.org/wiki?curid=188416	"""Janne Tapio Kuusi (s. 29. huhtikuuta 1954 Helsinki) on suomalainen elokuvaohjaaja ja kirjailija. Hän on ohjannut niin elokuvia kuin lyhytelokuviakin..."""
norssi_6243	https://fi.wikipedia.org/wiki?curid=450119	"""Kari Väinämö Kyrönseppä (s. 6. elokuuta 1943 Lappeenranta) on suomalainen käsikirjoittaja, ohjaaja ja tuottaja.
Kyrönseppä on työskennellyt..."""
norssi_1799	https://fi.wikipedia.org/wiki?curid=1278217	"""Ensio Kullervo Kytömaa (30. tammikuuta 1902 Mikkeli – 21. elokuuta 1970 Helsinki) oli suomalainen juristi ja edistyspuolueen kansanedustaja...."""
norssi_2663	https://fi.wikipedia.org/wiki?curid=602534	"""Kyösti Käyhkö (27. huhtikuuta 1912 – 13. lokakuuta 1973) oli suomalainen näyttelijä, sanoittaja ja järjestäjä.
Käyhkö näytteli uransa..."""
norssi_7176	https://fi.wikipedia.org/wiki?curid=361786	"""Mikko Johannes Könkkölä (s. 28. syyskuuta 1952 Helsinki) on Helsingin hovioikeuden presidentti.
Könkkölä valmistui ylioppilaaksi vuonna..."""
norssi_7628	https://fi.wikipedia.org/wiki?curid=426272	"""Pekka Jaakko Tapani Laaksonen (s. 12. huhtikuuta 1956 Helsinki) on suomalainen yritysjohtaja. Hän oli Valion toimitusjohtaja vuosina 2007–2014..."""
norssi_7666	https://fi.wikipedia.org/wiki?curid=1212577	"""Pertti Olavi Laatikainen (s. 7. lokakuuta 1957 Espoo) on suomalainen prikaatikenraali evp. Hän oli viimeinen Etelä-Suomen sotilasläänin komentaja..."""
norssi_4663	https://fi.wikipedia.org/wiki?curid=417264	"""Kari Yrjö Henrik Lagerspetz (6. syyskuuta 1931 Helsinki – 17. tammikuuta 2012 Turku) oli suomalainen filosofian tohtori, Turun yliopiston fysiologisen..."""
norssi_6097	https://fi.wikipedia.org/wiki?curid=100692	"""Osvi Aatos Lahtinen (s. 9. lokakuuta 1942 Helsinki) on matematiikan emeritusprofessori ja pitkäaikainen ylioppilastutkintolautakunnan jäsen...."""
norssi_2603	https://fi.wikipedia.org/wiki?curid=411973	"""Johannes (Jussi) Lappi-Seppälä (sukunimi vuoteen 1915 Seppälä, 26. helmikuuta 1911 Tampere – 24. tammikuuta 1977 Helsinki) oli diplomiarkkitehti..."""
norssi_3707	https://fi.wikipedia.org/wiki?curid=1093020	"""Lauri Sakari Lappi-Seppälä (4. maaliskuuta 1920 – 14. heinäkuuta 1966) oli suomalainen tiedottaja.
Lappi-Seppälän vanhemmat olivat jääkäri..."""
norssi_10190	https://fi.wikipedia.org/wiki?curid=525004	"""Satu Henna Irina Linnapuomi (ent. Lattu, s. 26. huhtikuuta 1975 Lappeenranta) on suomalainen teatteriohjaaja ja tv-toimittaja. Hän valmistui..."""
norssi_2666	https://fi.wikipedia.org/wiki?curid=1024142	"""Seppo Ilmari Launis (6. toukokuuta 1911 Espoo – 30. marraskuuta 1973 Helsinki) oli suomalainen kuvittaja ja lastenkirjailija...."""
norssi_2819	https://fi.wikipedia.org/wiki?curid=530091	"""Ilmo Armas Launis (26. marraskuuta 1912 Helsinki – 26. maaliskuuta 1995 Helsinki) oli suomalainen pastori, kirjailija ja lyhytelokuvantekijä..."""
norssi_2064	https://fi.wikipedia.org/wiki?curid=992948	"""Vihtori Laurila (sukunimi vuoteen 1906 Lasarov&#160;; 26. joulukuuta 1904 Kuopio – 5. joulukuuta 1988 Helsinki) oli suomalainen kirjallisuudentutkija..."""
norssi_7982	https://fi.wikipedia.org/wiki?curid=422036	"""Ollitapio Lehtinen (8. elokuuta 1960 Helsinki – 3. joulukuuta 2016 Espoo) oli suomalainen viulutaiteilija ja kapellimestari. Hän toimi vuodesta..."""
norssi_3967	https://fi.wikipedia.org/wiki?curid=195194	"""Sakari Tapani Lehto (26. joulukuuta 1923 Turku – 30. kesäkuuta 2006 Kemiö) oli Oy Partek Ab toimitusjohtaja 1972–1987 ja ministerinä ulkoasiainministeriössä..."""
norssi_3596	https://fi.wikipedia.org/wiki?curid=307235	"""Kustaa Aleksi Samuel Lehtonen (3. helmikuuta 1921 Helsinki – 20. elokuuta 2010) oli teologian lisensiaatti ja Helsingin hiippakunnan neljäs piispa..."""
norssi_5853	https://fi.wikipedia.org/wiki?curid=221860	"""Tero Heikki Mainio Lehtovaara (s. 19. huhtikuuta 1937 Turku) on suomalainen diplomaatti, oppiarvoltaan lainopin..."""
norssi_3030	https://fi.wikipedia.org/wiki?curid=1218366	"""Aapo Armas Lehtovirta (1913–1986) oli suomalainen juristi. Hän oli apulaisoikeusasiamies 1972–1979...."""
norssi_5216	https://fi.wikipedia.org/wiki?curid=1218617	"""Matti Eino Henrik Leikola (s. 10. marraskuuta 1935 Helsinki) on suomalainen metsätieteilijä ja professori. Hän on ollut vuodesta 1979 Helsingin..."""
norssi_5300	https://fi.wikipedia.org/wiki?curid=66022	"""Anto Heikki Albert Leikola (s. 8. kesäkuuta 1937 Helsinki) on suomalainen luonnontieteilijä. Hän valmistui 1959 filosofian kandidaatiksi eläintieteestä..."""
norssi_1416	https://fi.wikipedia.org/wiki?curid=28803	"""Yrjö Kaarlo Leino (28. tammikuuta 1897 Helsinki – 28. kesäkuuta 1961 Helsinki) oli suomalainen poliitikko ja kommunisti. Hän oli vangittuna poliittisista..."""
norssi_6548	https://fi.wikipedia.org/wiki?curid=1122147	"""Eino Ilmari Leino (s. 21. marraskuuta 1946 Helsinki) on suomalainen toimittaja ja tietokirjailija. Hän kirjoitteli jo lukioluokilla Helsingin..."""
norssi_2409	https://fi.wikipedia.org/wiki?curid=131896	"""Hannu Päiviö Leminen (oikealta nimeltään Hanno Leminen) (5. tammikuuta 1910 Helsinki – 6. kesäkuuta 1997 Turku) oli suomalainen elokuvaohjaaja..."""
norssi_1085	https://fi.wikipedia.org/wiki?curid=487457	"""Frans Hugo Lilius (10. huhtikuuta 1860 Tyrvää – 29. joulukuuta 1936 Helsinki) oli suomalainen lakimies, joka toimi senaattorina vuosina 1905..."""
norssi_5144	https://fi.wikipedia.org/wiki?curid=76785	"""Pertti Juhani Lindfors (12. tammikuuta 1927 Oulu – 26. huhtikuuta 2007 Helsinki) oli dosentti, filosofi ja yhteiskuntatieteiden tohtori...."""
norssi_877	https://fi.wikipedia.org/wiki?curid=1219969	"""Väinö Felix Lindén (10. helmikuuta 1889 Karjalohja – 19. elokuuta 1987 Hyvinkää) oli suomalainen ylilääkäri ja jääkärivärväri. Hän oli Suomen..."""
norssi_5107	https://fi.wikipedia.org/wiki?curid=273881	"""Veikko Juhani Hjalmari Litzen (1. joulukuuta 1933 Helsinki – 17. tammikuuta 2011 Rooma, Italia) oli suomalainen filosofian tohtori, kulttuurihistorian..."""
norssi_1757	https://fi.wikipedia.org/wiki?curid=1142013	"""Aarno Elias Liuksiala (7. huhtikuuta 1903 Helsinki – 1988) oli suomalainen ylimetsänhoitaja, pilapiirtäjä ja sarjakuvien tekijä...."""
norssi_1251	https://fi.wikipedia.org/wiki?curid=1228503	"""Emil Brynolf Liusvaara aik. Liljeberg (1. toukokuuta 1895 Kotka –&#160;?) oli suomalainen sotilas, joka sai koulutuksensa keisarillisella Venäjällä..."""
norssi_1087	https://fi.wikipedia.org/wiki?curid=1081527	"""Woldemar Lojander (29. maaliskuuta 1895 Hamina – 10. kesäkuuta 1963 Helsinki) oli suomalainen lääkäri. Hän oli Helsingin yliopistossa hygienian..."""
