id	snimi	enimet	birth_place	birth_date	death_place	death_date					
http://ldf.fi/history/histo/p4135	Schildt	Wolmar Styrbjörn SKS					
http://ldf.fi/history/kb/p483	Schilkin	Michael	Venäjä, Pietari	1900, 1900	Helsinki, Helsinki	1962, 1962
http://ldf.fi/history/kb/p3560	Schillmark	Nils	Ruotsi, Drängsmark, Skellefteå	1745, 1745, 1745	Loviisa, Loviisa, Loviisa	1804, 1804, 1804
http://ldf.fi/history/kb/p934	Schjerfbeck	Helene	Helsinki, Helsinki	1862, 1862	Ruotsi, Saltsjöbaden	1946, 1946
http://ldf.fi/history/kb/p3704	Schjerfbeck	Magnus	Pietarsaari	1860	Helsinki	1933
http://ldf.fi/history/kb/p5411	Schmedemann	Johan	Viipuri, Viipuri	1652, 1652	Ruotsi, Tukholma	1713, 1713
http://ldf.fi/history/histo/p2985	Schmidt	Helmut (1918-)					
http://ldf.fi/history/kb/p5593	Schmidt	Johan Anders	Saksa	1738	Sipoo	1802
http://ldf.fi/history/kb/p282	Schnéevoigt	Georg	Viipuri, Viipuri	1872, 1872	Ruotsi, Malmö	1947, 1947
http://ldf.fi/history/kb/p1855	Schorbau	Hinrich		1620		1660
http://ldf.fi/history/kb/p4401	Schoultz	Johanna von	Ruotsi, Tukholma	1813, 1813	Helsinki, Helsinki	1863, 1863
http://ldf.fi/history/kb/p868	Schoultz	Solveig von	Porvoo	1907	Helsinki	1996
http://ldf.fi/history/kb/p191	Schroderus	Laurentius		1600		1700
http://ldf.fi/history/kb/p1866	Schröder	Christian Friedrich	Saksa	1722	Turku	1789
http://ldf.fi/history/histo/p4381	Schröder	Christian Friedrich		1722		1789					
http://ldf.fi/history/kb/p5626	Schulteen	Samuel	Ruotsi, Västmanland	1680, 1680	Nauvo, Nauvo	1752, 1752
http://ldf.fi/history/kb/p5605	Schultz	Johann		1795	Viipuri	1836
http://ldf.fi/history/kb/p450	Schultén	Maximus Widekind af	Helsinki	1847	Helsinki	1899
http://ldf.fi/history/kb/p5642	Schultén	Nathanael Gerhard af	Nauvo	1750	Turku	1825
http://ldf.fi/history/histo/p1961	Schultén	Nathanael Gerhard af		1794		1860					
http://ldf.fi/history/kb/p2402	Schultén	Otto af	Ruotsi	1798	Helsinki	1884
http://ldf.fi/history/kb/p5631	Schultén	af		1600			
http://ldf.fi/history/kb/p1639	Schur	Israel-Jakob	Helsinki	1879	Helsinki	1949
http://ldf.fi/history/kb/p5366	Schvindt	Theodor	Räisälä	1851	Helsinki	1917
http://ldf.fi/history/kb/p2276	Schwartzberg	Henrik	Heinävesi	1875	Lahti	1946
http://ldf.fi/history/kb/p3647	Schwartzberg	Johannes	Oulu, Pyhäjärvi	1846, 1846	Helsinki, Helsinki	1915, 1915
http://ldf.fi/history/kb/p3223	Schwerin	Wilhelm von	Ruotsi, Tukholma	1792, 1792	Kalajoki, Kalajoki	1808, 1808
http://ldf.fi/history/kb/p5618	Schwindt	Bertel	Venäjä, Siperia, Harbin	1907, 1907, 1907	Helsinki, Helsinki, Helsinki	1982, 1982, 1982
http://ldf.fi/history/kb/p5143	Schwindt	Viktor	Venäjä	1866	Hattula	1928
http://ldf.fi/history/kb/p763	Schybergson	Emil	Turku	1856	Helsinki	1920
http://ldf.fi/history/histo/p4653	Schybergson	Emil		1856		1920					
http://ldf.fi/history/histo/p2746	Schybergson	Gustaf Adolf (S 1855)					
http://ldf.fi/history/kb/p1928	Schybergson	Magnus Gottfrid	Turku	1851	Helsinki	1925
http://ldf.fi/history/histo/p3437	Schybergson	Magnus Gottfrid		1851		1925					
http://ldf.fi/history/kb/p2096	Schäfer	Petter	Turku, Turku	1663, 1663	Ruotsi, Gävle	1729, 1729
http://ldf.fi/history/histo/p2324	Schöring	Anders		1762		1804					
http://ldf.fi/history/kb/p5572	Schüller	Erik	Helsinki	1944	Helsinki	1984
http://ldf.fi/history/kb/p1841	Sederholm	Carl Robert	Parikkala	1818	Helsinki	1903
http://ldf.fi/history/kb/p3056	Sederholm	Jakob Johannes	Helsinki	1863	Helsinki	1934
http://ldf.fi/history/kb/p5552	Sederholm	Johan	Helsinki	1722	Helsinki	1805
http://ldf.fi/history/kb/p4998	Sederholm	Karl	Tuusula, Tuusula	1789, 1789	Venäjä, Tula	1867, 1867
http://ldf.fi/history/kb/p4248	Sederholm	Theodor	Mäntsälä	1832	Helsinki	1881
http://ldf.fi/history/histo/p4095	Seeger	Fredrik					
http://ldf.fi/history/kb/p281	Seeliger	Johan Henrik	Viro, Tallinna	1704, 1704	Turku, Turku	1763, 1763
http://ldf.fi/history/kb/p5126	Segercrantz	Mårten	Venäjä	1682	Lempäälä	1758
http://ldf.fi/history/kb/p4285	Segerstam	Leif	Vaasa	1944			
http://ldf.fi/history/kb/p601	Segerstråle	Lennart	Helsinki	1892	Kauniainen	1975
http://ldf.fi/history/kb/p4847	Seikkula	Irma	Helsinki	1914	Helsinki	2001
http://ldf.fi/history/histo/p1827	Seikkula-Viertokangas	Airi					
http://ldf.fi/history/kb/p1736	Selin	Yrjö	Vaasa	1894	Helsinki	1965
http://ldf.fi/history/kb/p2759	Selinheimo	Aarne	Helsinki	1898	Helsinki	1939
http://ldf.fi/history/kb/p2457	Sentzke	Geert	Preussi, Kiel	1897, 1897		1971, 1971
http://ldf.fi/history/kb/p3394	Seppälä	Hilda	Joutsa	1879	Helsinki	1932
http://ldf.fi/history/kb/p280	Seppälä	Kaarle Heikki	Kuhmalahti	1881	Tampere	1959
http://ldf.fi/history/kb/p4774	Seppälä	Raimo	Ulvila	1934			
http://ldf.fi/history/kb/p5540	Seppälä	Richard Rafael	Pori	1905	Helsinki	1997
http://ldf.fi/history/kb/p1699	Seppälä	Väinö	Kangasala	1897		1989
http://ldf.fi/history/kb/p1868	Seppänen	Eero	Punkaharju	1924	Kuopio	2004
http://ldf.fi/history/kb/p1734	Seppänen	Paavo	Sulkava	1924			
http://ldf.fi/history/kb/p1267	Seppänen	Unto	Helsinki	1904	Helsinki	1955
http://ldf.fi/history/kb/p2538	Sere	Jouko	Uskela	1927			
http://ldf.fi/history/kb/p1835	Sergelius	Max	Turku	1879	Helsinki	1958
http://ldf.fi/history/kb/p2625	Serlachius	Allan	Porvoo	1870	Helsinki	1935
http://ldf.fi/history/kb/p887	Serlachius	Eric	Viipuri	1884	Helsinki	1936
http://ldf.fi/history/kb/p501	Serlachius	Gustaf Adolf	Ilomantsi	1830	Mäntsälä	1901
http://ldf.fi/history/histo/p3439	Serlachius	Gustaf Adolf		1830		1901					
http://ldf.fi/history/kb/p3042	Serlachius	Gösta	Pietarsaari	1876	Helsinki	1942
http://ldf.fi/history/kb/p4068	Serlachius	Johannes	Pernaja	1658	Ruotsi	1729
http://ldf.fi/history/kb/p3312	Serlachius	Julian	Kuopio	1854	Helsinki	1925
http://ldf.fi/history/kb/p267	Serlachius	Petrus	Porvoo	1655	Pernaja	1738
http://ldf.fi/history/kb/p196	Serlachius	Ralph Erik	Mänttä	1901		1980
http://ldf.fi/history/kb/p5597	Sesemann	Lydia	Viipuri, Viipuri	1845, 1845	Saksa, München	1925, 1925
http://ldf.fi/history/kb/p5561	Sesemann	Philip	Viipuri	1683	Viipuri	1747
http://ldf.fi/history/kb/p5550	Setterberg	Carl Axel	Ruotsi, Södermanland, Bogsta	1812, 1812, 1812	Vaasa, Vaasa, Vaasa	1871, 1871, 1871
http://ldf.fi/history/histo/p2554	Setterberg	Carl Axel		1812		1871					
http://ldf.fi/history/kb/p2699	Setälä	Emil Nestor	Kokemäki	1864	Järvenpää	1935
http://ldf.fi/history/kb/p2993	Setälä	Päivi	Kuopio	1943			
http://ldf.fi/history/kb/p5402	Setälä	Salme	Helsinki	1894	Helsinki	1980
http://ldf.fi/history/kb/p959	Setälä	Vilho	Helsinki	1892	Tampere	1985
http://ldf.fi/history/kb/p4909	Seuerling	Carl Gottfried	Saksa, Saksa, Ortrand, Ortrand	1727, 1727, 1727, 1727	Ruotsi, Örebro, Ruotsi, Örebro	1795, 1795, 1795, 1795
http://ldf.fi/history/kb/p2099	Sevón	Enzio	Kirkkonummi	1906	Kauniainen	1998
http://ldf.fi/history/kb/p341	Seyn	Franz Albert	Venäjä, Vitebsk	1862, 1862	Venäjä, Venäjä	1918, 1918
http://ldf.fi/history/histo/p3185	Seyn	Franz Albert		1862		1918					
http://ldf.fi/history/histo/p4407	Sheludko	Gennadi					
http://ldf.fi/history/kb/p5557	Shemeikka	Pedri	Suistamo	1825	Tuupovaara	1915
http://ldf.fi/history/kb/p5050	Sibelius	Christian	Hämeenlinna	1869	Helsinki	1922
http://ldf.fi/history/kb/p0	Sibelius	Jean	Hämeenlinna	1865	Järvenpää	1957
http://ldf.fi/history/histo/p2885	Sibelius	Jean		1865		1957					
http://ldf.fi/history/kb/p668	Sievers	Karl	Pyhtää, Pyhtää	1710, 1710	Venäjä, Pietari	1775, 1775
http://ldf.fi/history/kb/p3532	Sievers	Richard	Helsinki	1852	Helsinki	1931
http://ldf.fi/history/kb/p3430	Sievänen	Jaakko	Renko	1932		2013
http://ldf.fi/history/kb/p676	Sihvo	Aarne	Virolahti	1889	Helsinki	1963
http://ldf.fi/history/kb/p1147	Sihvo	Jussi	Virolahti	1891	Mikkeli	1949
http://ldf.fi/history/kb/p2989	Sihvo	Matti	Elimäki	1600		1653
http://ldf.fi/history/kb/p5570	Sihvo	Sam	Nurmes	1892	Helsinki	1927
http://ldf.fi/history/kb/p257	Siikala	Ritva	Oulu	1941			
http://ldf.fi/history/kb/p4243	Siilasvuo	Ensio	Helsinki	1922	Kauniainen	2003
http://ldf.fi/history/kb/p1907	Siilasvuo	Hjalmar	Helsinki	1892	Oulu	1947
http://ldf.fi/history/histo/p4589	Siilasvuo	Hjalmar		1892		1947					
http://ldf.fi/history/kb/p5384	Siimes	Pentti	Helsinki	1929			
http://ldf.fi/history/kb/p3181	Siirala	Aarne	Liperi, Liperi, Liperi	1919, 1919, 1919	Kanada, Ontario, Carnarvon	1991, 1991, 1991
http://ldf.fi/history/kb/p2041	Siivola	Vilho	Valkeakoski	1910	Helsinki	1984
http://ldf.fi/history/histo/p3657	Siivonen	Hannes		1898		1972					
http://ldf.fi/history/kb/p4064	Silahka	Anna Kristina	Kokkola	1757	Kokkola	1826
http://ldf.fi/history/kb/p4891	Sild	Petrus	Turku	1490	Turku	1542
http://ldf.fi/history/kb/p4841	Silfvan-Westerlund	Maria	Turku	1802	Oulu	1865
http://ldf.fi/history/kb/p1709	Silfverberg	Ida	Helsinki, Helsinki	1834, 1834	Italia, Firenze	1899, 1899
http://ldf.fi/history/kb/p4786	Silfversvan	Gustaf Johan	Ruotsi, Köping	1820, 1820	Kemiö, Kemiö	1888, 1888
http://ldf.fi/history/kb/p4327	Siljo	Juhani	Oulu	1888	Tampere	1918
http://ldf.fi/history/kb/p5295	Silke	Christer		1655	Hämeenlinna	1699
http://ldf.fi/history/kb/p3346	Sillanpää	Frans Emil	Hämeenkyrö	1888	Helsinki	1964
http://ldf.fi/history/kb/p2735	Sillanpää	Miina	Jokioinen	1866	Helsinki	1952
http://ldf.fi/history/histo/p3976	Sillanpää	Rosa Amanda		1888		1929					
http://ldf.fi/history/histo/p1892	Siltala	Martti Pekanpoika		1900		1939					
http://ldf.fi/history/kb/p2225	Siltanen	Sylvi	Ruotsinpyhtää	1909	Turku	1986
http://ldf.fi/history/kb/p3195	Silvennoinen	Martti	Helsinki	1924	Espoo	2002
http://ldf.fi/history/kb/p4238	Silvola	Pekka	Kiikoinen	1924			
http://ldf.fi/history/kb/p3159	Silvén	Simon	Kalajoki	1747	Kalajoki	1798
http://ldf.fi/history/kb/p1852	Simberg	Hugo	Hamina	1873	Ähtäri	1917
http://ldf.fi/history/kb/p2235	Simberg-Ehrström	Uhra	Helsinki	1914	Helsinki	1979
http://ldf.fi/history/kb/p3637	Simelius	Helena Kristina	Helsinki	1821	Tukholma	1889
http://ldf.fi/history/kb/p5058	Simelius	Josef Joakim	Paavola	1867	Kuopio	1942
http://ldf.fi/history/kb/p5297	Simelius	Maria	Oulu	1792	Helsinki	1843
http://ldf.fi/history/histo/p2215	Simelius	Maria		1792		1843					
http://ldf.fi/history/kb/p2493	Simelius	Sakari	Kuopio	1900	Helsinki	1985
http://ldf.fi/history/kb/p2170	Similä	Artturi	Kokkola	1911	Ruotsi	1980
http://ldf.fi/history/kb/p2482	Similä	Yrjö	Oulu	1884	Helsinki	1961
http://ldf.fi/history/kb/p5352	Simojoki	Elias	Kalajoki	1899		1940
http://ldf.fi/history/histo/p4427	Simojoki	Elias		1899		1940					
http://ldf.fi/history/kb/p1083	Simojoki	Martti	Uusikaupunki	1908	Helsinki	1999
http://ldf.fi/history/histo/p2352	Simojoki	Martti		1908		1999					
http://ldf.fi/history/kb/p2006	Simola	Paavo Eevertti	Alatornio	1902	Hämeenlinna	1961
http://ldf.fi/history/kb/p2500	Simonen	Aarre	Helsinki	1913	Helsinki	1977
http://ldf.fi/history/kb/p3177	Simonen	Vieno	Peräseinäjoki	1898	Pyhäselkä	1994
http://ldf.fi/history/kb/p383	Simons	Lennart	Vöyri	1905	Helsinki	1986
http://ldf.fi/history/kb/p2424	Simpura	Jorma	Helsinki	1921	Espoo	1987
http://ldf.fi/history/kb/p5548	Sinebrychoff	Anna		1830		1904
http://ldf.fi/history/kb/p2376	Sinebrychoff	Paul	Helsinki	1859	Helsinki	1917
http://ldf.fi/history/kb/p1058	Sinebrychoff	Pavel		1799		1883
http://ldf.fi/history/kb/p2726	Sinervo	Elvi	Helsinki	1912	Pernaja	1986
http://ldf.fi/history/kb/p1787	Sinervo-Mantere	Agnes	Tampere	1895		1988
http://ldf.fi/history/kb/p1880	Sinisalo	Taisto	Kotka	1926	Kotka	2002
http://ldf.fi/history/kb/p1859	Sinisalo	Veikko	Riihimäki	1926	Tampere	2003
http://ldf.fi/history/kb/p389	Sinkari	Yrjö	Jaakkima	1894	Helsinki	1966
http://ldf.fi/history/kb/p96	Sipilä	Arvo	Kuopio	1898	Helsinki	1974
http://ldf.fi/history/kb/p2454	Sipilä	Helvi	Helsinki	1915	Helsinki	2009
http://ldf.fi/history/kb/p1063	Sipilä	Sulho	Brändö	1895	Helsinki	1949
http://ldf.fi/history/kb/p2226	Sippo	Teemu	Lahti	1947			
http://ldf.fi/history/histo/p4369	Sippola	Matti Yrjönpoika		1848		1908					
http://ldf.fi/history/kb/p2131	Sirelius	Klemens Johan Gabriel	Kaavi	1818	Mikkeli	1888
http://ldf.fi/history/histo/p4337	Sirelius	Klemens Johan Gabriel		1818		1888					
http://ldf.fi/history/kb/p5624	Sirelius	Knut Samuel	Hämeenlinna	1827	Helsinki	1869
http://ldf.fi/history/kb/p3495	Sirelius	Uuno Taavi	Jääski	1872	Helsinki	1929
http://ldf.fi/history/kb/p2472	Sirenius	Sigfrid	Oripää	1877	Helsinki	1961
http://ldf.fi/history/kb/p5302	Sirma	Olaus Matinpoika	Sodankylä	1600		1719
http://ldf.fi/history/kb/p4693	Siro	Paavo	Helsinki	1909	Helsinki	1996
http://ldf.fi/history/kb/p1175	Sirola	Yrjö	Piikkiö, Piikkiö	1876, 1876	Venäjä, Moskova	1936, 1936
http://ldf.fi/history/histo/p3618	Sirola	Yrjö		1876		1936					
http://ldf.fi/history/kb/p1068	Sirpo	Boris	Venäjä, Venäjä, Vladikavkaz, Vladikavkaz	1893, 1893, 1893, 1893	Yhdysvallat, Portland, Yhdysvallat, Portland	1967, 1967, 1967, 1967
http://ldf.fi/history/kb/p2052	Sirén	Gustaf	Nastola	1920			
http://ldf.fi/history/kb/p4905	Sirén	Johan Sigfrid	Ylihärmä	1889	Helsinki	1961
http://ldf.fi/history/kb/p1278	Sirén	Osvald	Helsinki, Helsinki	1879, 1879	Ruotsi, Lidingö	1966, 1966
http://ldf.fi/history/kb/p1970	Sissonen	Simana		1786	Ilomantsi	1848
http://ldf.fi/history/kb/p5610	Sitt	Anton	Praha, Tshekki	1847, 1847	Kauniainen, Kauniainen	1929, 1929
http://ldf.fi/history/histo/p2092	Siukola	Eino		1894		1918 					
http://ldf.fi/history/kb/p128	Siukonen	Wilho	Valkeala	1885		1941
http://ldf.fi/history/kb/p5214	Sivenius	Arthur	Nastola	1876	Helsinki	1926
http://ldf.fi/history/histo/p2813	Sivenius	Arthur		1876		1926					
http://ldf.fi/history/kb/p4912	Sivén	Bobi	Helsinki	1899	Venäjä	1921
http://ldf.fi/history/kb/p5020	Sivén	Valter Osvald	Helsinki	1868	Helsinki	1918
http://ldf.fi/history/kb/p3515	Sjöberg	Agnes	Kauhajoki	1888	Seinäjoki	1964
http://ldf.fi/history/kb/p909	Sjöblom	Frida	Hamina	1853	Helsinki	1937
http://ldf.fi/history/kb/p890	Sjögren	Anders Johan	Iitti, Iitti	1794, 1794	Venäjä, Pietari	1855, 1855
http://ldf.fi/history/kb/p5160	Sjöros	Juho	Rauma	1856	Rauma	1890
http://ldf.fi/history/kb/p4268	Sjöros	Karl Kristian	Uusikaupunki	1839	Uusikaupunki	1888
http://ldf.fi/history/kb/p3585	Sjöstedt	Helga	Tampere	1908	Helsinki	1979
http://ldf.fi/history/histo/p4567	Sjöstedt-Nygård	Axel (K 1869)					
http://ldf.fi/history/kb/p4409	Sjöstrand	Carl Eneas	Ruotsi, Ruotsi, Tukholma, Tukholma	1828, 1828, 1828, 1828	Ruotsi, Tukholma, Ruotsi, Tukholma	1906, 1906, 1906, 1906
http://ldf.fi/history/kb/p2210	Sjöström	Axel Gabriel	Janakkala	1794	Helsinki	1846
http://ldf.fi/history/kb/p3683	Sjöström	Bertil	Iisalmi	1879	Helsinki	1945
http://ldf.fi/history/kb/p1673	Sjöström	Elin	Mikkeli	1851		1936
http://ldf.fi/history/kb/p2239	Sjöström	Frans	Turku	1840	Helsinki	1885
http://ldf.fi/history/kb/p1568	Sjöström	Wilho	Iisalmi	1873	Viitasaari	1944
http://ldf.fi/history/kb/p2221	Skinnare	Lars Sigfridinpoika	Turku	1590	Rantasalmi	1652
http://ldf.fi/history/histo/p1818	Skirmunt	Konstanty		1866		1949					
http://ldf.fi/history/kb/p3099	Skog	Emil	Helsinki	1897	Helsinki	1981
http://ldf.fi/history/kb/p1915	Skogman	Carl David	Pernaja, Pernaja	1786, 1786	Ruotsi, Tukholma	1856, 1856
http://ldf.fi/history/kb/p5602	Skogman	David	Mouhijärvi	1840	Suodenniemi	1867
http://ldf.fi/history/kb/p2138	Skogster-Lehtinen	Greta	Hämeenlinna	1900	Tampere	1994
http://ldf.fi/history/kb/p4754	Skogström	Evert	Vesilahti	1870	Helsinki	1935
http://ldf.fi/history/kb/p2930	Skurnik	Moses	Helsinki, Helsinki	1880, 1880	Karlovy vary, Tshekki	1934, 1934
http://ldf.fi/history/kb/p4102	Skutnabb-Kangas	Tove	Helsinki	1940			
http://ldf.fi/history/kb/p2113	Skytte	Gerhard		1300		1400
http://ldf.fi/history/kb/p2918	Skytte	Martinus	Hauho	1480	Turku	1550
http://ldf.fi/history/kb/p5560	Slang	Erik		1600, 1600	Saksa, Leipzig	1642, 1642
http://ldf.fi/history/kb/p3178	Slang	Erik Bertilinpoika		1500	Käkisalmi	1592
http://ldf.fi/history/kb/p4230	Slioor	Tabe	Helsinki	1926	Turku	2006
http://ldf.fi/history/kb/p2660	Slotte	Carl	Alaveteli	1827	Alaveteli	1903
http://ldf.fi/history/kb/p2317	Slotte	Karl Fredrik	Alaveteli	1848	Helsinki	1914
http://ldf.fi/history/kb/p5071	Slöör	Kaarlo	Viipuri	1833	Helsinki	1905
http://ldf.fi/history/kb/p5578	Smedberg	Elisabet		1714		1787
http://ldf.fi/history/kb/p1275	Smeds	Helmer	Petolahti	1908	Helsinki	1967
http://ldf.fi/history/kb/p2484	Smeds	Viktor	Maalahti	1885	Helsinki	1957
http://ldf.fi/history/kb/p5606	Smilga	Ivar	Liivinmaa, Liivinmaa, Latvia, Latvia, Valmiera, Valmiera	1892, 1892, 1892, 1892, 1892, 1892	Venäjä, Moskova, Venäjä, Moskova, Venäjä, Moskova	1937, 1937, 1937, 1937, 1937, 1937
http://ldf.fi/history/kb/p2264	Smirnoff	Alexandra	Vaasa	1838	Helsinki	1913
http://ldf.fi/history/histo/p3410	Sneckendahl	William		1819		1865					
http://ldf.fi/history/kb/p1722	Snellman	Aarne	Hanko	1894	Helsinki	1942
http://ldf.fi/history/kb/p4842	Snellman	Aarno	Helsinki	1893	Helsinki	1964
http://ldf.fi/history/kb/p5230	Snellman	Anita	Helsinki	1924	Helsinki	2006
http://ldf.fi/history/kb/p2190	Snellman	Hans Gustaf	Helsinki	1910		1997
http://ldf.fi/history/kb/p5638	Snellman	Johan	Oulu, Oulu, Kokkola, Kokkola	1711, 1711, 1741, 1741	Kokkola, Oulu, Kokkola, Oulu	1800, 1738, 1800, 1738
http://ldf.fi/history/kb/p3153	Snellman	Johan Vilhelm	Ruotsi, Tukholma	1806, 1806	Kirkkonummi, Kirkkonummi	1881, 1881
http://ldf.fi/history/kb/p5595	Snellman	John	Oulu	1815	Helsinki	1883
http://ldf.fi/history/kb/p1848	Snellman	Jussi	Oulu	1879	Helsinki	1969
http://ldf.fi/history/kb/p1257	Snellman	Lina	Oulu	1846	Helsinki	1924
http://ldf.fi/history/kb/p586	Snellman	Ruth	Helsinki	1894	Helsinki	1976
http://ldf.fi/history/histo/p4388	Snellman	Samuli Johannes		1879		1969					
http://ldf.fi/history/kb/p1036	Snellman	Venny	Raahe	1893	Helsinki	1966
http://ldf.fi/history/kb/p2853	Snellman G:son	Johan Wilhelm	Suomussalmi	1809	Oulu	1881
http://ldf.fi/history/kb/p1223	Sofronov	Feodor	Suistamo	1700		1755
http://ldf.fi/history/kb/p2046	Sohlberg	Gabriel Wilhelm	Kisko	1851	Helsinki	1913
http://ldf.fi/history/kb/p5391	Sohlberg	Hedvig	Pohja	1858	Tammisaari	1937
http://ldf.fi/history/histo/p4578	Sohlberg	Herman Fredrik		1813		1881					
http://ldf.fi/history/kb/p454	Sohlberg	Olavi	Helsinki	1908	Espoo	2001
http://ldf.fi/history/kb/p604	Sohlman	Johan Gustaf	Parikkala	1837	Mikkeli	1908
http://ldf.fi/history/kb/p1034	Soine	Valentin	Helsinki	1902	Helsinki	1996
http://ldf.fi/history/kb/p4519	Soini	Elsa	Helsinki	1893	Helsinki	1952
http://ldf.fi/history/kb/p3039	Soini	Oiva	Lapua	1893	Helsinki	1971
http://ldf.fi/history/histo/p2308	Soini	Timo Juhani  (1962-)					
http://ldf.fi/history/kb/p2588	Soini	Yrjö	Hattula	1896	Helsinki	1975
http://ldf.fi/history/kb/p493	Soininen	Mikael		1860	Helsinki	1924
http://ldf.fi/history/kb/p1195	Soininen	Väinö	Helsinki	1911	Helsinki	1987
http://ldf.fi/history/kb/p5315	Soinio	Eino	Helsinki	1894	Helsinki	1973
http://ldf.fi/history/kb/p5222	Soinio	Kaarlo	Helsinki	1888	Helsinki	1960
http://ldf.fi/history/kb/p4135	Soisalon-Soininen	Eliel	Pielisjärvi	1856	Helsinki	1905
http://ldf.fi/history/histo/p2114	Soisalon-Soininen	Eliel		1856		1905					
http://ldf.fi/history/kb/p1893	Soisalon-Soininen	Ilmari	Helsinki	1917		2002
http://ldf.fi/history/kb/p1951	Sola	Wäinö	Helsinki	1883	Helsinki	1961
http://ldf.fi/history/kb/p1646	Soldan	August Fredrik	Sortavala	1817	Helsinki	1885
http://ldf.fi/history/kb/p4300	Soldan	Augusta	Lappeenranta	1826	Sortavala	1886
http://ldf.fi/history/kb/p1946	Soldan	Björn	Ruotsi, Göteborg	1902, 1902	Lontoo, Lontoo	1953, 1953
http://ldf.fi/history/kb/p278	Soldan-Brofeldt	Venny	Helsinki	1863	Helsinki	1945
http://ldf.fi/history/kb/p4936	Solin	Arno	Tampere	1889	Helsinki	1959
http://ldf.fi/history/kb/p114	Solitander	Axel	Hattula	1878	Helsinki	1944
http://ldf.fi/history/kb/p5594	Solitander	Johan	Porvoo	1764	Porvoo	1838
http://ldf.fi/history/kb/p3146	Solja	Niilo	Hämeenkyrö	1888	Pirkkala	1967
http://ldf.fi/history/kb/p2197	Sollamo	Raija	Padasjoki	1942			
http://ldf.fi/history/kb/p4015	Solntsev	Sergei	Ilomantsi	1867	Sortavala	1933
http://ldf.fi/history/kb/p5620	Somerjoki	Rauli	Somero	1947	Helsinki	1987
http://ldf.fi/history/kb/p5547	Somersalmi	Aili	Tampere	1891	Helsinki	1962
http://ldf.fi/history/kb/p625	Somersalmi	Urho	Helsinki	1888	Helsinki	1962
http://ldf.fi/history/kb/p1725	Somersalo	Arne	Tampere, Tampere	1891, 1891	Neuvostoliitto, Kiestinki	1941, 1941
http://ldf.fi/history/histo/p3578	Somersalo	Eva (1883–1956)					
http://ldf.fi/history/kb/p4311	Somerto	Pentti	Viipuri	1927	Helsinki	1999
http://ldf.fi/history/kb/p1985	Sommer	Arthur	Hämeenlinna	1847	Tampere	1907
http://ldf.fi/history/kb/p830	Sonck	Lars	Kälviä	1870	Helsinki	1956
http://ldf.fi/history/kb/p2181	Sonninen	Ahti	Siilinjärvi	1914	Helsinki	1984
http://ldf.fi/history/kb/p5314	Sopanen	Elias	Savonlinna	1863	Kangaslampi	1926
http://ldf.fi/history/kb/p2719	Sopanen	Teija	Helsinki	1933	Helsinki	2011
http://ldf.fi/history/histo/p3660	Sora	Totti (K 1955)					
http://ldf.fi/history/kb/p1103	Sorjonen	Immo	Ruskeala	1904	Espoo	1970
http://ldf.fi/history/kb/p5434	Sorkio	Kaarle	Alastaro	1910	Helsinki	1978
http://ldf.fi/history/kb/p1991	Sormunen	Eino	Tohmajärvi	1893	Kuopio	1972
http://ldf.fi/history/kb/p4151	Sorsa	Iisakki	Tohmajärvi	1771	Kiihtelysvaara	1827
http://ldf.fi/history/kb/p864	Sorsa	Kalevi	Keuruu	1930	Helsinki	2004
http://ldf.fi/history/kb/p1158	Sorvali	Pentti	Viipuri	1911	Helsinki	1986
http://ldf.fi/history/kb/p815	Sovijärvi	Antti	Helsinki	1912	Helsinki	1995
http://ldf.fi/history/kb/p3688	Sparre	Carl	Ruotsi, Ruotsi, Tukholma, Tukholma	1723, 1723, 1723, 1723	Ruotsi, Tukholma, Ruotsi, Tukholma	1791, 1791, 1791, 1791
http://ldf.fi/history/kb/p1989	Sparre	Hebbla		1510		1570
http://ldf.fi/history/kb/p1742	Sparre	Louis	Italia, Italia	1863, 1863	Ruotsi, Tukholma	1964, 1964
http://ldf.fi/history/kb/p2837	Speitz	Hartvig Henrikinpoika	Sääksmäki	1591	Sääksmäki	1651
http://ldf.fi/history/kb/p5320	Spennert	Jenny	Helsinki	1879	Helsinki	1950
http://ldf.fi/history/kb/p5216	Speranski	Mihail	Venäjä, Venäjä, Tsherkutino, Tsherkutino	1772, 1772, 1772, 1772	Venäjä, Pietari, Venäjä, Pietari	1839, 1839, 1839, 1839
http://ldf.fi/history/kb/p5556	Spieker	Johan	Turku	1685	Lontoo	1775
http://ldf.fi/history/kb/p186	Spoof	Axel Reinhold	Turku	1845	Turku	1930
http://ldf.fi/history/kb/p2062	Spoof	Karl Johan	Paltamo	1773	Tornio	1808
http://ldf.fi/history/kb/p5080	Spore	Erik	Hauho	1500	Hämeenlinna	1565
http://ldf.fi/history/kb/p4028	Sprengtport	Carl Henrik	Venäjä, Pähkinälinna	1687, 1687	Ruotsi, Ruotsi	1776, 1776
http://ldf.fi/history/kb/p4928	Sprengtport	Magnus Wilhelm	Venäjä, Pähkinälinna	1685, 1685	Porvoo, Porvoo	1744, 1744
http://ldf.fi/history/kb/p2800	Sprengtporten	Georg Magnus	Porvoo, Porvoo	1740, 1740	Venäjä, Pietari	1819, 1819
