id	snimi	enimet	birth_place	birth_date	death_place	death_date					
http://ldf.fi/history/kb/p5811	Clementeoff	Magnus Fredrik		1736		1815
http://ldf.fi/history/kb/p2663	Clerck	Lorentz	Ruotsi	1653	Ruotsi	1720
http://ldf.fi/history/kb/p4042	Cleve	Zacharias	Rantasalmi	1820	Vehkalahti	1900
http://ldf.fi/history/histo/p2528	Cleve	Zacharias		1820		1900					
http://ldf.fi/history/kb/p5718	Clásen	Theodor	Oulu, Oulu, Oulu	1827, 1827, 1827	Yhdysvallat, Cressona, Pennsylvania	1855, 1855, 1855
http://ldf.fi/history/kb/p5807	Cneiff	Johan David	Ruotsi, Tukholma	1722, 1722	Närpiö, Närpiö	1791, 1791
http://ldf.fi/history/kb/p1759	Cobben	Guillaume	Alankomaat, Alankomaat, Sittard, Sittard	1897, 1897, 1897, 1897	Alankomaat, Sittard, Alankomaat, Sittard	1985, 1985, 1985, 1985
http://ldf.fi/history/kb/p5806	Cobron	Samuel	Skotlanti, Skotlanti	1574, 1574	Liivinmaa, Latvia	1621, 1621
http://ldf.fi/history/kb/p4889	Collan	Alexander von	Iisalmi	1819	Helsinki	1910
http://ldf.fi/history/kb/p1716	Collan	Anni	Rauma	1876	Helsinki	1962
http://ldf.fi/history/kb/p4913	Collan	Clas von	Venäjä, Pietari	1862, 1862	Helsinki, Helsinki	1939, 1939
http://ldf.fi/history/kb/p1329	Collan	Fabian	Iisalmi	1817	Helsinki	1851
http://ldf.fi/history/kb/p3539	Collan	Karl	Iisalmi	1828	Helsinki	1871
http://ldf.fi/history/kb/p4185	Collan	Maria	Helsinki	1845		1919
http://ldf.fi/history/kb/p4923	Collan	Mikko	Nurmes	1881	Helsinki	1964
http://ldf.fi/history/kb/p633	Collander	Runar	Viipuri	1894	Helsinki	1973
http://ldf.fi/history/kb/p5816	Colleen	Anders	Sund	1725	Sääksmäki	1788
http://ldf.fi/history/kb/p5159	Collenius	Eskil		1700		1800
http://ldf.fi/history/kb/p5808	Colliander	Ina	Venäjä, Pietari	1905, 1905	Helsinki, Helsinki	1985, 1985
http://ldf.fi/history/kb/p3551	Colliander	Maria Magdalena	Valkeala	1857	Valkeala	1954
http://ldf.fi/history/kb/p536	Colliander	Otto Immanuel	Valkeala	1848	Savonlinna	1924
http://ldf.fi/history/kb/p662	Colliander	Rafael	Turku	1878	Helsinki	1938
http://ldf.fi/history/kb/p4215	Colliander	Tito	Venäjä, Pietari	1904, 1904	Helsinki, Helsinki	1989, 1989
http://ldf.fi/history/kb/p5122	Collin	Anton	Pihlajavesi	1891	Ähtäri	1973
http://ldf.fi/history/kb/p3480	Collin	Jacob		1600		1683
http://ldf.fi/history/kb/p4476	Collin	Marcus	Helsinki	1882	Kauniainen	1966
http://ldf.fi/history/kb/p5795	Collinder	Björn	Ruotsi	1894	Ruotsi	1983
http://ldf.fi/history/histo/p3663	Collinus	Johannes Matthiae		1604		1671					
http://ldf.fi/history/histo/p2116	Comenius	Johan Amos		1592		1670					
http://ldf.fi/history/histo/p3347	Copeland	Gertrud					
http://ldf.fi/history/kb/p5805	Copp	Johann	Saksa, Baijeri, Lech	1490, 1490, 1490	Turku, Turku, Turku	1559, 1559, 1559
http://ldf.fi/history/kb/p1831	Corell	Eero	Lammi	1900	Vaasa	1987
http://ldf.fi/history/kb/p5787	Corte	Henrik	Saksa, Lyypekki	1620, 1620	Raahe, Raahe	1680, 1680
http://ldf.fi/history/kb/p5653	Costiander	Malakias	Hämeenkyrö	1815	Nurmijärvi	1870
http://ldf.fi/history/kb/p2641	Craucher	Minna		1891	Helsinki	1932
http://ldf.fi/history/kb/p5060	Creutz	Carl Gustaf	Ruotsi, Ruotsi, Falun, Falun	1660, 1660, 1660, 1660	Ruotsi, Tukholma, Ruotsi, Tukholma	1728, 1728, 1728, 1728
http://ldf.fi/history/kb/p5361	Creutz	Carl Magnus	Pernaja	1821	Pernaja	1893
http://ldf.fi/history/kb/p3000	Creutz	Carl-Erik	Padasjoki	1911		2000
http://ldf.fi/history/kb/p5049	Creutz	Ernst		1580		1635
http://ldf.fi/history/kb/p5026	Creutz	Ernst Johan		1675, 1675, 1619, 1619	Ruotsi, Turku, Ruotsi, Turku	1742, 1684, 1742, 1684
http://ldf.fi/history/kb/p1120	Creutz	Gustaf		1683		1746
http://ldf.fi/history/kb/p4119	Creutz	Gustaf Philip	Anjala, Anjala	1731, 1731	Ruotsi, Tukholma	1785, 1785
http://ldf.fi/history/histo/p3634	Creutz	Gustaf Philip		1731		1785					
http://ldf.fi/history/kb/p3797	Creutz	Lorentz		1615	Ruotsi	1676
http://ldf.fi/history/kb/p1687	Creutz	Lorentz nuorempi	Pernaja, Pernaja	1646, 1646	Ruotsi, Tukholma	1698, 1698
http://ldf.fi/history/kb/p2893	Creutz	Sophie	Lapinjärvi	1752	Nastola	1824
http://ldf.fi/history/kb/p5784	Crichton	William	Skotlanti, Edinburgh	1827, 1827	Turku, Turku	1889, 1889
http://ldf.fi/history/kb/p2823	Crohns	Hjalmar	Heinola	1862	Kauniainen	1946
http://ldf.fi/history/kb/p4372	Cronhjort	Abraham	Liivinmaa, Latvia	1634, 1634	Helsinki, Helsinki	1703, 1703
http://ldf.fi/history/kb/p4246	Cronmarck	Daniel	Ruotsi, Värmlanti	1634, 1634		1705, 1705
http://ldf.fi/history/kb/p5818	Cronstedt	Carl	Ruotsi, Tukholma	1800, 1800	Helsinki, Helsinki	1883, 1883
http://ldf.fi/history/kb/p1616	Cronstedt	Carl Olof	Helsinki	1756	Helsinki	1820
http://ldf.fi/history/kb/p2529	Cronstedt	Jean	Hamina	1832	Helsinki	1907
http://ldf.fi/history/kb/p4892	Cronstedt	Johan Adam	Ruotsi, Ruotsi, Tukholma, Tukholma	1749, 1749, 1749, 1749	Ruotsi, Tukholma, Ruotsi, Tukholma	1836, 1836, 1836, 1836
http://ldf.fi/history/histo/p2695	Cronstedt	Johan Adam		1749		1836					
http://ldf.fi/history/kb/p2552	Cronstierna	Henrich	Riika, Riika, Latvia, Latvia	1602, 1602, 1602, 1602	Riika, Latvia, Riika, Latvia	1678, 1678, 1678, 1678
http://ldf.fi/history/kb/p4470	Cronvall	Erik	Helsinki	1904	Helsinki	1979
http://ldf.fi/history/kb/p562	Crusell	Bernhard Henrik	Uusikaupunki, Uusikaupunki	1775, 1775	Ruotsi, Tukholma	1838, 1838
http://ldf.fi/history/kb/p5347	Cröell	Samuel	Viipuri	1600		1667
http://ldf.fi/history/kb/p5765	Cullblom	Ester	Ruotsi, Ohtanajärvi	1932, 1932			
http://ldf.fi/history/kb/p1954	Cygnaeus	Fredrik	Hämeenlinna	1807	Helsinki	1881
http://ldf.fi/history/histo/p1769	Cygnaeus	Fredrik		1807		1881					
http://ldf.fi/history/histo/p4565	Cygnaeus	Johannes		1858		1914					
http://ldf.fi/history/kb/p3368	Cygnaeus	Uno	Hämeenlinna	1810	Helsinki	1888
http://ldf.fi/history/histo/p4466	Cygnaeus	Uno		1810		1888					
http://ldf.fi/history/kb/p5815	Cygnaeus	Zacharias	Loviisa, Loviisa	1763, 1763	Venäjä, Pietari	1830, 1830
http://ldf.fi/history/kb/p5339	Cöllen	Henrik von	Saksa, Preussi	1500, 1500	Savonlinna, Savonlinna	1561, 1561
http://ldf.fi/history/kb/p1305	Daehn	Woldemar von	Sippola, Sippola	1838, 1838	Italia, Rooma	1900, 1900
http://ldf.fi/history/histo/p3406	Daehn	Woldemar von		1838		1900					
http://ldf.fi/history/kb/p3698	Daher	Ymär	Venäjä	1910	Helsinki	1999
http://ldf.fi/history/kb/p2929	Dahl	Olavi	Helsinki	1927	Helsinki	2000
http://ldf.fi/history/kb/p1087	Dahlberg	Gustaf	Huittinen	1821	Turku	1906
http://ldf.fi/history/kb/p903	Dahlbergh	Erik	Ruotsi, Ruotsi, Tukholma, Tukholma	1625, 1625, 1625, 1625	Ruotsi, Tukholma, Ruotsi, Tukholma	1703, 1703, 1703, 1703
http://ldf.fi/history/kb/p4133	Dahlbäck	August	Ruotsi, Visby	1875, 1875	Leksand, Leksand	1963, 1963
http://ldf.fi/history/kb/p3198	Dahlman	Helge	Helsinki	1924	Helsinki	1979
http://ldf.fi/history/kb/p4804	Dahlström	Carl Magnus	Loviisa	1805	Turku	1875
http://ldf.fi/history/histo/p3081	Dahlström	Ernst Abraham  (1846-1924)					
http://ldf.fi/history/kb/p2205	Dahlström	Ernst ja Magnus	Turku	1846	Turku	1924
http://ldf.fi/history/kb/p2657	Dahlström	Fabian	Turku	1930			
http://ldf.fi/history/histo/p3082	Dahlström	Robert Magnus		1859		1924					
http://ldf.fi/history/kb/p3257	Dahlström	Svante	Turku	1883	Turku	1965
http://ldf.fi/history/histo/p2951	Dahm	Richard (S 1886)					
http://ldf.fi/history/histo/p4791	Dalström	Axel Hampus		1829		1882 					
http://ldf.fi/history/kb/p1349	Dalström	Hampus	Helsinki	1829	Helsinki	1882
http://ldf.fi/history/kb/p1978	Damm	Viktor	Helsinki	1864	Malmi	1944
http://ldf.fi/history/histo/p2589	Damm	Viktor		1864		1944					
http://ldf.fi/history/histo/p2552	Dammert	Adolf Wilhelm		1800		1858					
http://ldf.fi/history/kb/p2764	Danielson-Gambogi	Elin	Noormarkku	1861	Italia	1919
http://ldf.fi/history/kb/p3719	Danielson-Kalmari	Johan Richard	Hauho	1853	Helsinki	1933
http://ldf.fi/history/kb/p5182	Danning	Alf	Tanska, Kööpenhamina	1893, 1893	Helsinki, Helsinki	1953, 1953
http://ldf.fi/history/histo/p2457	Daragan	Dmitri (S 1907)					
http://ldf.fi/history/histo/p3193	Dašitsev	I.F.					
http://ldf.fi/history/kb/p4320	De l'Ecluse	Jacob		1682	Turku	1744
http://ldf.fi/history/kb/p5184	De la Barre	Reinhold Johan	Liivinmaa, Latvia	1660, 1660		1724, 1724
http://ldf.fi/history/kb/p4513	De la Gardie	Axel Julius	Ruotsi, Ruotsi, Tukholma, Tukholma	1637, 1637, 1637, 1637	Ruotsi, Tukholma, Ruotsi, Tukholma	1710, 1710, 1710, 1710
http://ldf.fi/history/kb/p1344	De la Gardie	Jacob	Viro, Viro, Tallinna, Tallinna	1583, 1583, 1583, 1583	Ruotsi, Tukholma, Ruotsi, Tukholma	1652, 1652, 1652, 1652
http://ldf.fi/history/histo/p3864	De la Gardie	Jacob		1583		1652					
http://ldf.fi/history/kb/p2783	De la Gardie	Johan	Viro, Viro, Viro, Tallinna, Tallinna, Tallinna	1582, 1582, 1582, 1582, 1582, 1582	Ruotsi, Uplanti, Steninge, Ruotsi, Uplanti, Steninge	1640, 1640, 1640, 1640, 1640, 1640
http://ldf.fi/history/kb/p1337	De la Gardie	Magnus Gabriel	Viro, Tallinna	1622, 1622	Ruotsi, Ruotsi	1686, 1686
http://ldf.fi/history/kb/p1093	De la Gardie	Pontus	Ranska, Ranska	1520, 1520	Narva, Viro	1585, 1585
http://ldf.fi/history/kb/p5190	De la Myle	Fredrik Ludvig	Kuurinmaa	1752	Eura	1797
http://ldf.fi/history/histo/p4165	Decker	Anders					
http://ldf.fi/history/kb/p3359	Depenbeke	Fredrik		1400		1470
http://ldf.fi/history/histo/p1861	Depong	Mårten		1682		1750					
http://ldf.fi/history/histo/p2489	Derevjanski	Vladimir					
http://ldf.fi/history/kb/p3757	Deutsch	Henrik	Turku	1772	Tornio	1838
http://ldf.fi/history/kb/p1676	Deutsch	Johan	Laitila	1707	Hiitola	1774
http://ldf.fi/history/kb/p5177	Dickman	Anna Henrikintytär	Fagervik	1737	Perniö	1796
http://ldf.fi/history/kb/p5178	Dickmann	Jost		1604	Karjaa	1689
http://ldf.fi/history/kb/p2318	Diehl	Gösta	Viipuri	1899	Helsinki	1964
http://ldf.fi/history/kb/p5185	Diekn	Bengt Lydekenpoika		1380		1460
http://ldf.fi/history/kb/p3049	Diekn	Henrik Klaunpoika		1405		1458
http://ldf.fi/history/kb/p902	Diekn	Jakob Abrahaminpoika		1300, 1300	Viro, Tallinna	1412, 1412
http://ldf.fi/history/kb/p2323	Diekn	Klaus Lydekenpoika	Saksa	1370		1435
http://ldf.fi/history/kb/p5188	Diekn	Magnus Torsteninpoika		1350		1450
http://ldf.fi/history/kb/p5138	Diekn	Valdemar Magnuksenpoika		1350		1450
http://ldf.fi/history/kb/p3226	Dietl	Eduard	Saksa, Saksa, Bad aibling, Bad aibling	1890, 1890, 1890, 1890	Itävalta, Graz, Itävalta, Graz	1944, 1944, 1944, 1944
http://ldf.fi/history/kb/p4084	Diktonius	Elmer	Helsinki	1896	Helsinki	1961
http://ldf.fi/history/kb/p4430	Dippell	Wilhelm	Viipuri	1853	Viipuri	1906
http://ldf.fi/history/histo/p4686	Dippell	Wilhelm		1853		1906					
http://ldf.fi/history/kb/p731	Dock	Klaus		1350, 1350	Viro, Tallinna	1425, 1425
http://ldf.fi/history/histo/p3969	Dolgorukov	Mihail Petrovitš		1780		1808					
http://ldf.fi/history/kb/p3144	Donner	Anders	Kokkola, Kokkola, Kokkola, Kokkola	1796, 1796, 1854, 1854	Helsinki, Kokkola, Helsinki, Kokkola	1938, 1857, 1938, 1857
http://ldf.fi/history/histo/p2169	Donner	Anders		1854		1938					
http://ldf.fi/history/kb/p197	Donner	Henrik Otto	Tampere	1939			
http://ldf.fi/history/kb/p3612	Donner	Joachim	Ruotsi, Tukholma	1763, 1763	Kokkola, Kokkola	1822, 1822
http://ldf.fi/history/kb/p2408	Donner	Joakim	Helsinki	1926			
http://ldf.fi/history/kb/p584	Donner	Jörn	Helsinki	1933			
http://ldf.fi/history/kb/p569	Donner	Kai	Helsinki	1888	Helsinki	1935
http://ldf.fi/history/kb/p1912	Donner	Kai Otto	Helsinki	1922	Helsinki	1995
http://ldf.fi/history/kb/p1193	Donner	Minette	Hämeenlinna	1848	Helsinki	1922
http://ldf.fi/history/kb/p2584	Donner	Märta	Tenhola	1922			
http://ldf.fi/history/kb/p4751	Donner	Ossian	Helsinki	1866	Hampshire	1957
http://ldf.fi/history/kb/p1814	Donner	Otto	Kokkola	1835	Helsinki	1909
http://ldf.fi/history/kb/p4022	Donner	Sven	Helsinki	1890	Helsinki	1970
http://ldf.fi/history/kb/p5189	Dotzem	Ernst von		1300		1400
http://ldf.fi/history/kb/p5175	Douglas	Gustaf Otto	Ruotsi, Tukholma	1687, 1687	Viro, Viro	1771, 1771
http://ldf.fi/history/kb/p3216	Ducander	Carl	Ruotsi	1858	Helsinki	1943
http://ldf.fi/history/kb/p5181	Due	Jens		1350		1420
http://ldf.fi/history/histo/p4746	Dufva	Heikki					
http://ldf.fi/history/kb/p2129	Dufva	Nils Bengtinpoika		1400		1497
http://ldf.fi/history/kb/p5183	Dume	Margareta	Saksa	1350	Ruotsi	1410
http://ldf.fi/history/kb/p5176	Duncan	Catharina Charlotta	Loviisa	1764		1834
http://ldf.fi/history/kb/p4562	Duncker	Elis	Artjärvi	1844	Helsinki	1876
http://ldf.fi/history/kb/p2338	Duncker	Joachim Zachris	Ristiina, Ristiina	1774, 1774	Ruotsi, Hörnefors	1809, 1809
http://ldf.fi/history/kb/p2230	Durchman	Aino	Kuopio	1892	Helsinki	1994
http://ldf.fi/history/kb/p3720	Dyre	Mette Iverintytär	Tanska	1460		1525
http://ldf.fi/history/kb/p5191	Dyrssen	Magnus	Ruotsi, Karlskrona	1894, 1894	Salla, Salla	1940, 1940
http://ldf.fi/history/kb/p2387	Döbeln	Georg Carl von	Ruotsi, Ruotsi	1758, 1758	Ruotsi, Tukholma	1820, 1820
http://ldf.fi/history/kb/p4017	Ebeling	Vilho	Kälviä	1891	Tampere	1974
http://ldf.fi/history/kb/p1064	Edelcrantz	Abraham Niclas	Turku, Turku	1754, 1754	Ruotsi, Tukholma	1821, 1821
http://ldf.fi/history/histo/p3781	Edelcrantzin	Abraham Niclas (1754–1821) 					
http://ldf.fi/history/kb/p2551	Edelfelt	Albert	Porvoo	1854	Porvoo	1905
http://ldf.fi/history/kb/p6197	Edelfelt	Carl Albert	Ruotsi, Carlsham	1818, 1818	Helsinki, Helsinki	1869, 1869
http://ldf.fi/history/kb/p3035	Edelheim	Anna	Helsinki	1845	Helsinki	1904
http://ldf.fi/history/kb/p5076	Edelstam	Gustaf	Ruotsi, Ruotsi	1764, 1764	Ruotsi, Burträsk	1825, 1825
http://ldf.fi/history/kb/p2709	Edgren	Jakob	Kokkola, Kokkola	1764, 1764	Ruotsi, Uppsala	1825, 1825
http://ldf.fi/history/kb/p707	Edgren	Rachel	Savonlinna	1893	Maarianhamina	1957
http://ldf.fi/history/kb/p663	Edlund	Gustaf Wilhelm	Turku	1829	Helsinki	1907
http://ldf.fi/history/kb/p614	Eek	Johan Fredrik	Rauma, Rauma	1758, 1758	Ruotsi, Tukholma	1820, 1820
http://ldf.fi/history/kb/p1280	Eek	Maria Magdalena	Turku	1733	Turku	1800
http://ldf.fi/history/histo/p4038	Eerikintytär	Liisa (S 1733)					
http://ldf.fi/history/kb/p3365	Eerikäinen	Linda	Valkeala	1894	Helsinki	1993
http://ldf.fi/history/kb/p5942	Eerolainen	Kosti-Paavo	Artjärvi	1902	Kuusamo	1994
http://ldf.fi/history/kb/p4954	Ehrenmalm	Georg		1722	Turku	1807
http://ldf.fi/history/kb/p3316	Ehrenmalm	Helena	Ruotsi, Ruotsi, Tukholma, Tukholma	1730, 1730, 1730, 1730	Finström, Bolstaholm, Finström, Bolstaholm	1784, 1784, 1784, 1784
http://ldf.fi/history/kb/p958	Ehrenmalm	Lars Johan	Viipuri	1688	Turku	1774
http://ldf.fi/history/kb/p4735	Ehrenmalm	Samuel Magnus	Turku, Turku	1731, 1731	Ahvenanmaa, Finström	1814, 1814
http://ldf.fi/history/kb/p4291	Ehrenskiöld	Johan		1631	Mustasaari	1706
http://ldf.fi/history/kb/p230	Ehrenskiöld	Nils	Turku, Turku	1674, 1674	Ruotsi, Karlskrona	1728, 1728
http://ldf.fi/history/kb/p3199	Ehrenström	Johan Albrecht	Helsinki	1762	Helsinki	1847
http://ldf.fi/history/kb/p1660	Ehrensvärd	Augustin	Ruotsi	1710	Mietoinen	1772
http://ldf.fi/history/kb/p546	Ehrensvärd	Carl August	Ruotsi, Ruotsi, Tukholma, Tukholma	1745, 1745, 1745, 1745	Ruotsi, Örebro, Ruotsi, Örebro	1800, 1800, 1800, 1800
http://ldf.fi/history/kb/p6102	Ehrensvärd	Jacob Johan	Suomi	1666	Ruotsi	1731
http://ldf.fi/history/kb/p4050	Ehrnrooth	Adelaïde	Nastola	1826	Helsinki	1905
http://ldf.fi/history/kb/p431	Ehrnrooth	Adolf	Helsinki	1905	Turku	2004
http://ldf.fi/history/kb/p2626	Ehrnrooth	Casimir	Helsinki, Nastola	1931, 1833	Helsinki, Helsinki	1913, 1913
http://ldf.fi/history/kb/p4507	Ehrnrooth	Gay	Viipuri	1925	Espoo	2006
http://ldf.fi/history/kb/p6209	Ehrnrooth	Gustaf Adolf	Rantasalmi	1779	Loviisa	1848
http://ldf.fi/history/kb/p4875	Ehrnrooth	Göran	Helsinki	1905	Helsinki	1996
http://ldf.fi/history/kb/p1185	Ehrnrooth	Leo	Helsinki	1877	Ruotsi	1951
http://ldf.fi/history/histo/p3581	Ehrström	Carl Robert		1803		1881					
http://ldf.fi/history/kb/p2553	Ehrström	Eric Otto Woldemar	Helsinki	1881	Helsinki	1934
http://ldf.fi/history/kb/p647	Ehrström	Erik Gustaf		1791, 1791	Venäjä, Pietari	1835, 1835
http://ldf.fi/history/histo/p2307	Ehrström	Erik Gustaf		1791		1835					
http://ldf.fi/history/kb/p290	Ehrström	Fredrik August		1801	Helsinki	1850
http://ldf.fi/history/kb/p2544	Ehrström	Karl Gustaf	Turku	1822	Helsinki	1886
http://ldf.fi/history/kb/p2031	Ehrström	Robert	Helsinki	1874	Helsinki	1956
http://ldf.fi/history/kb/p2617	Ehrström	Walter	Turku	1890	Helsinki	1966
http://ldf.fi/history/kb/p5513	Einiö	Paavo	Helsinki	1925	Helsinki	2006
http://ldf.fi/history/kb/p5905	Einola	Akseli	Viipuri	1894	Helsinki	1948
http://ldf.fi/history/kb/p654	Ek	Victor	Helsinki	1858	Helsinki	1922
http://ldf.fi/history/kb/p6249	Ekberg	Fredrik	Helsinki	1825	Helsinki	1891
http://ldf.fi/history/kb/p232	Ekberg	Leo	Tampere	1894	Helsinki	1966
http://ldf.fi/history/kb/p5140	Ekblad	Lars Peter	Ruotsi, Edsberg	1737, 1737	Mäntsälä, Mäntsälä	1791, 1791
http://ldf.fi/history/kb/p2347	Ekelund	Hilding	Kangasniemi	1893	Helsinki	1984
http://ldf.fi/history/kb/p5489	Ekelund	Johan	Vaasa, Vaasa	1712, 1712	Venäjä, Pietari	1746, 1746
http://ldf.fi/history/kb/p6015	Ekelund	Olof		1700		1740
http://ldf.fi/history/kb/p296	Ekelund	Ragnar	Kangasniemi	1892	Helsinki	1960
http://ldf.fi/history/kb/p3777	Eken	Hans van		1460		1520
http://ldf.fi/history/kb/p1224	Ekholm	Hjalmar	Vihti	1876		1933
http://ldf.fi/history/kb/p2740	Ekholm	Karl-Erik	Vaasa	1896	Kuusankoski	1975
http://ldf.fi/history/kb/p5922	Ekholm	Thorvald	Turku	1913	Helsinki	1990
http://ldf.fi/history/kb/p5073	Eklund	Artur	Pietarsaari	1880	Pietarsaari	1927
http://ldf.fi/history/histo/p3285	Eklund	Hjalmar Erik					
http://ldf.fi/history/kb/p3287	Eklund	Jarl	Kirkkonummi	1876	Helsinki	1962
http://ldf.fi/history/kb/p2964	Eklöf	August	Tammisaari	1837	Porvoo	1912
http://ldf.fi/history/kb/p5658	Ekman	Anders	Viipuri, Viipuri	1833, 1833	Saksa, Düsseldorf	1855, 1855
http://ldf.fi/history/kb/p6246	Ekman	Eugen	Vaasa	1937			
http://ldf.fi/history/kb/p1738	Ekman	Gunnar	Rantasalmi	1883	Helsinki	1937
http://ldf.fi/history/kb/p4791	Ekman	Ida	Helsinki	1875	Helsinki	1942
http://ldf.fi/history/kb/p5413	Ekman	Robert Wilhelm	Uusikaupunki	1808	Turku	1873
http://ldf.fi/history/kb/p273	Ekman	Sirkka-Liisa	Kemi	1943			
http://ldf.fi/history/kb/p4458	Ekström	Martin	Ruotsi	1887	Helsinki	1954
http://ldf.fi/history/histo/p4113	Ekström	Martin		1887		1954					
http://ldf.fi/history/kb/p577	Ekwall	Per	Pori, Pori	1895, 1895	Ruotsi, Tukholma	1990, 1990
http://ldf.fi/history/kb/p2015	Elenius	Jaakko	Ylihärmä	1939	Helsinki	2010
http://ldf.fi/history/kb/p6012	Elfvengren	Egid	Viipuri	1860	Viipuri	1929
http://ldf.fi/history/histo/p3468	Elfvengren	Georg		1889		1927					
http://ldf.fi/history/kb/p5308	Elfving	Betty	Pori	1837	Turku	1923
http://ldf.fi/history/kb/p3184	Elfving	Fredrik	Tammisaari	1854	Helsinki	1942
http://ldf.fi/history/kb/p4253	Elfving	Gustav	Helsinki	1908	Helsinki	1984
http://ldf.fi/history/kb/p3246	Elfving	Jenny	Vaasa	1871	Helsinki	1950
http://ldf.fi/history/kb/p2769	Elfving	Peter	Ruotsi, Norrbärke	1677, 1677	Turku, Turku	1726, 1726
http://ldf.fi/history/kb/p4505	Elfving	Östen	Vaasa	1874	Ruotsi	1936
http://ldf.fi/history/kb/p6002	Elg	Taina		1930			
http://ldf.fi/history/kb/p2686	Elimaeus	Olaus	Elimäki	1570	Viipuri	1629
http://ldf.fi/history/kb/p3074	Eljanko	Harri	Helsinki	1900		2001
http://ldf.fi/history/kb/p4986	Ellilä	Kaarle Johannes	Karkku	1888	Helsinki	1957
http://ldf.fi/history/kb/p1763	Ellilä	Reino	Karttula	1910	Helsinki	1980
http://ldf.fi/history/kb/p3295	Ellilä	Tauno	Karttula	1907	Helsinki	1975
http://ldf.fi/history/kb/p5451	Elmgren	Samuel	Turku	1771	Ilomantsi	1834
http://ldf.fi/history/kb/p3536	Elmgren	Sven Gabriel	Parainen	1817	Helsinki	1897
http://ldf.fi/history/kb/p2327	Elmgren-Heinonen	Tuomi	Ruovesi	1903	Helsinki	2000
http://ldf.fi/history/kb/p4184	Elo	Emil	Rautalampi	1879	Lontoo	1953
http://ldf.fi/history/kb/p1165	Elo	Kosti	Ruovesi	1873	Tampere	1940
http://ldf.fi/history/kb/p5119	Elo	Lasse	Rauma	1903	Vantaa	1992
http://ldf.fi/history/kb/p5473	Elo	Oiva	Helsinki	1896	Helsinki	1942
http://ldf.fi/history/kb/p6098	Elo	Olavi	Pori	1913	Pori	1979
http://ldf.fi/history/kb/p3465	Elokas	Ossi	Akaa	1904	Helsinki	1991
http://ldf.fi/history/kb/p1924	Elomaa	Simo	Punkalaidun	1925			
http://ldf.fi/history/kb/p5514	Eloranta	Evert	Harjavalta	1879	Neuvostoliitto	1936
http://ldf.fi/history/kb/p6247	Elstelä	Ossi	Tampere	1902	Helsinki	1969
http://ldf.fi/history/histo/p3822	Elving	Rudolf Bernhard		1849		1927					
http://ldf.fi/history/kb/p2973	Emeleus	Edvard Valentin	Raahe	1857	Helsinki	1917
http://ldf.fi/history/kb/p4309	Enari	Tor-Magnus	Turku	1928	Helsinki	1999
http://ldf.fi/history/kb/p2291	Enberg	Nils		1723	Turku	1779
http://ldf.fi/history/kb/p4365	Enberg	Ragnar	Turku	1886	Helsinki	1959
http://ldf.fi/history/kb/p758	Enckell	Carl	Venäjä, Pietari	1876, 1876	Helsinki, Helsinki	1959, 1959
http://ldf.fi/history/kb/p1050	Enckell	Magnus	Hamina, Hamina	1870, 1870	Ruotsi, Tukholma	1925, 1925
http://ldf.fi/history/kb/p5828	Enckell	Olof	Kurkijoki	1900	Kauniainen	1989
http://ldf.fi/history/kb/p722	Enckell	Oscar	Venäjä, Pietari	1878, 1878		1960, 1960
http://ldf.fi/history/kb/p1832	Enckell	Rabbe	Tammela	1903	Helsinki	1974
http://ldf.fi/history/kb/p2521	Enckell	Ralph	Helsinki	1913	Helsinki	2001
http://ldf.fi/history/kb/p4221	Enckell	Torger	Kurkijoki	1901	Helsinki	1991
http://ldf.fi/history/kb/p2983	Eneberg	Karl Fredrik	Närpiö, Närpiö	1841, 1841	Mosul, Irak	1876, 1876
http://ldf.fi/history/kb/p4784	Eneberg	Waldemar	Närpiö	1840	Helsinki	1904
http://ldf.fi/history/kb/p5453	Enehielm	Fabian af	Hamina	1738	Sipoo	1822
http://ldf.fi/history/kb/p6188	Enehjelm	Alexis af	Hämeenlinna	1886	Helsinki	1939
http://ldf.fi/history/histo/p2649	Enehjelm	Per af					
http://ldf.fi/history/kb/p435	Engberg	Gabriel	Tampere	1872	Helsinki	1953
http://ldf.fi/history/kb/p2654	Engblom	Alma	Turku	1856	Turku	1926
http://ldf.fi/history/kb/p2523	Engblom	Runar	Helsinki	1908	Helsinki	1965
http://ldf.fi/history/kb/p4772	Engdahl-Jägerskiöld	Emma	Venäjä, Pietari	1852, 1852	Helsinki, Helsinki	1930, 1930
http://ldf.fi/history/kb/p635	Engel	Carl Ludvig	Saksa, Berliini	1778, 1778	Helsinki, Helsinki	1840, 1840
http://ldf.fi/history/histo/p3678	Engelberg	Kaarlo Gabriel		1889		1952					
http://ldf.fi/history/kb/p2333	Engelberg	Rafael	Pulkkila	1882	Helsinki	1962
http://ldf.fi/history/kb/p387	Engelhardt	Nikolai Heinrich von	Venäjä, Pietari	1730, 1730	Viipuri, Viipuri	1778, 1778
http://ldf.fi/history/kb/p5674	Englund	Einar	Ruotsi	1916	Ruotsi	1999
http://ldf.fi/history/histo/p4566	Engström	Frans Henry		1873		1940 					
http://ldf.fi/history/kb/p1140	Engström	Otto	Uusikaarlepyy	1853	Helsinki	1919
http://ldf.fi/history/kb/p5331	Enholm	Anna		1680	Kristiinankaupunki	1756
